Date,Open,High,Low,Close,Volume,Amount
2023-11-20,50.0,50.0,45.5,48.65,10411000,506495150.0
2023-11-21,49.2,50.4,48.85,50.0,4656000,232800000.0
2023-11-22,50.0,50.0,49.15,49.3,2639511,130127892.3
2023-11-23,49.3,50.3,49.2,50.0,2448400,122420000.0
2023-11-24,50.0,50.2,49.55,50.0,1533300,76665000.0
2023-11-27,50.0,50.0,49.3,49.3,765084,37718641.2
2023-11-28,49.3,49.6,48.4,48.7,1945278,94735038.6
2023-11-29,48.7,48.7,46.6,46.65,1667452,77786635.8
2023-11-30,46.5,46.5,43.95,45.5,3095716,140855078.0
2023-12-01,45.5,46.55,45.0,46.3,746900,34581470.0
2023-12-04,46.4,49.1,46.4,48.35,901400,43582690.0
2023-12-05,48.8,49.15,48.0,49.0,872000,42728000.0
2023-12-06,49.1,49.7,48.75,48.8,745028,36357366.4
2023-12-07,49.0,49.0,47.55,47.8,572554,27368081.2
2023-12-08,48.05,48.6,47.85,47.9,250035,11976676.5
2023-12-11,48.3,48.3,47.4,47.5,446031,21186472.5
2023-12-12,47.75,47.75,47.0,47.05,471327,22175935.35
2023-12-13,47.2,47.35,46.7,46.7,421373,19678119.1
2023-12-14,47.0,47.1,46.45,46.6,371500,17311900.0
2023-12-15,46.95,47.0,46.75,46.75,219081,10242036.75
2023-12-18,46.6,46.7,45.5,45.95,1406500,64628675.0
2023-12-19,46.0,46.0,44.0,44.95,1321000,59378950.0
2023-12-20,44.95,45.05,44.5,44.6,710352,31681699.2
2023-12-21,44.3,44.7,44.0,44.05,837215,36879320.75
2023-12-22,44.1,44.1,43.8,44.0,692380,30464720.0
2023-12-25,44.0,44.2,44.0,44.15,289000,12759350.0
2023-12-26,44.2,44.6,44.2,44.6,402000,17929200.0
2023-12-27,44.8,44.85,44.15,44.2,521000,23028200.0
2023-12-28,44.2,45.45,44.2,44.6,340000,15164000.0
2023-12-29,44.6,44.9,44.3,44.6,483000,21541800.0
2024-01-02,44.65,44.75,44.5,44.6,493000,21987800.0
2024-01-03,44.6,44.7,44.0,44.0,974500,42878000.0
2024-01-04,44.0,44.6,44.0,44.1,272000,11995200.0
2024-01-05,44.15,44.5,44.0,44.1,687200,30305520.0
2024-01-08,44.15,45.4,44.15,44.6,927312,41358115.2
2024-01-09,44.75,44.85,44.45,44.7,335162,14981741.4
2024-01-10,44.5,44.55,44.3,44.3,291277,12903571.1
2024-01-11,44.85,44.85,44.1,44.5,690081,30708604.5
2024-01-12,44.55,44.7,44.35,44.45,213031,9469227.95
2024-01-15,44.5,44.7,44.35,44.45,311111,13828883.95
2024-01-16,44.45,44.5,44.05,44.05,604081,26609768.05
2024-01-17,44.05,44.35,43.8,43.8,750091,32853985.8
