Date,Open,High,Low,Close,Volume,Amount
2020-07-01,9.9,9.9,9.65,9.77,62000.0,605740.0
2020-07-02,9.8,9.8,9.65,9.67,40000.0,386800.0
2020-07-03,9.62,9.62,9.52,9.53,39000.0,371670.0
2020-07-06,9.59,9.59,9.5,9.51,55000.0,523050.0
2020-07-07,9.51,9.51,9.4,9.4,87000.0,817800.0
2020-07-08,9.45,9.5,9.27,9.35,39000.0,364650.0
2020-07-09,9.34,9.58,9.34,9.37,70000.0,655900.0
2020-07-10,9.35,9.35,9.27,9.35,18000.0,168300.0
2020-07-13,9.36,9.36,9.07,9.12,66000.0,601920.0
2020-07-14,9.16,9.16,9.1,9.1,44000.0,400400.0
2020-07-15,9.3,9.32,9.3,9.3,24000.0,223200.0
2020-07-16,9.48,9.48,9.11,9.11,29000.0,264190.0
2020-07-17,9.2,9.41,9.08,9.08,49000.0,444920.0
2020-07-20,9.1,9.1,9.0,9.01,38000.0,342380.0
2020-07-21,9.05,9.39,9.05,9.39,69000.0,647910.0
2020-07-22,9.4,9.4,9.2,9.35,32000.0,299200.0
2020-07-23,9.54,9.54,9.22,9.22,58000.0,534760.0
2020-07-24,9.38,9.38,9.26,9.26,17000.0,157420.0
2020-07-27,9.26,9.5,9.2,9.25,33000.0,305250.0
2020-07-28,9.16,9.25,9.11,9.25,8000.0,74000.0
2020-07-29,9.28,9.28,9.25,9.25,10000.0,92500.0
2020-07-30,9.21,9.21,9.01,9.06,7000.0,63420.0
2020-07-31,9.11,9.31,9.05,9.31,31000.0,288610.0
2020-08-03,9.31,9.31,9.25,9.27,10000.0,92700.0
2020-08-04,9.27,9.27,9.27,9.27,1000.0,9270.0
2020-08-05,9.29,9.29,9.12,9.12,19000.0,173280.0
2020-08-06,9.2,9.2,9.16,9.16,3000.0,27480.0
2020-08-07,9.14,9.15,9.11,9.11,20000.0,182200.0
2020-08-10,9.12,9.52,9.12,9.34,44000.0,410960.0
2020-08-11,9.3,9.3,9.22,9.22,16000.0,147520.0
2020-08-12,9.25,9.25,9.2,9.2,13000.0,119600.0
2020-08-13,9.21,9.39,9.21,9.38,20000.0,187600.0
2020-08-14,9.1,9.38,9.1,9.38,17000.0,159460.0
2020-08-17,9.36,9.36,9.12,9.16,27000.0,247320.0
2020-08-18,9.17,9.25,9.13,9.25,29000.0,268250.0
2020-08-19,9.3,9.3,9.25,9.3,13000.0,120900.0
2020-08-20,9.4,9.41,9.09,9.1,49000.0,445900.0
2020-08-21,9.12,9.15,9.11,9.15,7000.0,64050.0
2020-08-24,9.11,9.19,9.11,9.19,13000.0,119470.0
2020-08-25,9.1,9.25,9.05,9.25,15000.0,138750.0
2020-08-26,9.29,9.29,9.16,9.22,16000.0,147520.0
2020-08-27,9.15,9.16,9.15,9.15,15000.0,137250.0
2020-08-28,9.15,9.2,9.15,9.2,21000.0,193200.0
2020-08-31,9.33,9.33,9.15,9.17,11000.0,100870.0
2020-09-01,9.33,9.6,9.32,9.37,125000.0,1171250.0
2020-09-02,9.4,9.4,9.25,9.25,20000.0,185000.0
2020-09-03,9.2,9.42,9.12,9.42,100000.0,942000.0
2020-09-04,9.4,9.4,9.18,9.37,61000.0,571570.0
2020-09-07,9.3,9.3,9.26,9.3,15000.0,139500.0
2020-09-08,9.33,9.35,9.3,9.3,30000.0,279000.0
2020-09-09,9.3,9.31,9.2,9.28,8000.0,74240.0
