Date,Open,High,Low,Close,Volume,Amount
2020-06-29,81.60,82.30,81.10,81.60,702184.00,57298214.40
2020-06-30,82.40,83.70,81.90,83.60,1479845.00,123715042.00
2020-07-01,84.10,84.20,83.20,83.50,1620191.00,135285948.50
2020-07-02,83.70,85.40,83.20,85.40,2674847.00,228431933.80
2020-07-03,86.40,86.50,85.00,85.40,2354163.00,201045520.20
2020-07-06,86.00,87.30,85.70,86.80,3171701.00,275303646.80
2020-07-07,87.50,87.70,85.90,86.70,3382514.00,293263963.80
2020-07-08,86.90,87.60,86.50,87.10,2447801.00,213203467.10
2020-07-09,87.50,87.60,85.30,85.50,3191030.00,272833065.00
2020-07-10,85.10,85.30,82.90,83.20,2671377.00,222258566.40
2020-07-13,84.00,85.00,83.50,84.60,1332243.00,112707757.80
2020-07-14,84.80,84.80,83.70,84.00,1244473.00,104535732.00
2020-07-15,84.30,85.40,83.80,83.80,2371927.00,198767482.60
2020-07-16,84.50,85.10,83.80,84.00,3491851.00,293315484.00
2020-07-17,79.80,80.20,77.30,77.30,5361935.00,414477575.50
2020-07-20,78.10,78.10,75.60,76.20,2347750.00,178898550.00
2020-07-21,76.70,77.30,76.60,77.30,1312349.00,101444577.70
2020-07-22,77.60,78.80,77.60,78.60,1080619.00,84936653.40
2020-07-23,79.00,79.70,78.40,78.90,1350951.00,106590033.90
2020-07-24,78.50,78.60,75.80,76.30,2132358.00,162698915.40
2020-07-27,76.20,76.80,74.20,74.50,1847008.00,137602096.00
2020-07-28,74.50,75.00,72.00,72.20,2179392.00,157352102.40
2020-07-29,72.00,73.20,72.00,72.50,1052072.00,76275220.00
2020-07-30,72.80,76.20,72.80,75.90,1835887.00,139343823.30
2020-07-31,76.00,77.50,76.00,77.00,3119027.00,240165079.00
2020-08-03,76.90,76.90,75.40,75.60,1403462.00,106101727.20
2020-08-04,76.00,77.20,76.00,77.00,1149766.00,88531982.00
2020-08-05,77.30,80.20,77.30,80.10,3757425.00,300969742.50
2020-08-06,81.60,82.00,78.40,78.80,3891457.00,306646811.60
2020-08-07,79.70,83.40,79.20,82.60,12010572.00,992073247.20
2020-08-10,85.50,86.80,84.10,85.40,13078511.00,1116904839.40
2020-08-11,86.20,86.90,84.00,84.40,6990082.00,589962920.80
2020-08-12,84.90,85.30,82.70,84.80,3422165.00,290199592.00
2020-08-13,86.30,87.00,84.60,85.20,3960640.00,337446528.00
2020-08-14,84.80,86.00,83.80,86.00,2468502.00,212291172.00
2020-08-17,87.00,87.00,84.90,85.30,3360596.00,286658838.80
2020-08-18,85.50,85.50,83.60,83.60,2754134.00,230245602.40
2020-08-19,84.00,84.70,82.90,83.20,1990864.00,165639884.80
2020-08-20,83.50,83.90,77.20,79.90,3958231.00,316262656.90
2020-08-21,81.50,86.00,81.00,84.50,5680400.00,479993800.00
2020-08-24,85.10,89.00,84.50,88.90,14354257.00,1276093447.30
2020-08-25,90.50,92.40,86.10,87.80,22097584.00,1940167875.20
2020-08-26,88.10,89.30,87.30,88.00,6084484.00,535434592.00
2020-08-27,88.70,90.40,87.90,88.40,6753909.00,597045555.60
2020-08-28,88.60,90.30,87.60,89.70,5839370.00,523791489.00
2020-08-31,90.60,93.40,90.00,92.00,15123305.00,1391344060.00
2020-09-01,92.40,93.80,90.40,92.10,8920962.00,821620600.20
2020-09-02,92.70,94.60,92.20,93.10,8284457.00,771282946.70
2020-09-03,94.50,95.30,92.10,92.10,7187504.00,661969118.40
2020-09-04,89.90,92.70,88.70,91.10,5821953.00,530379918.30
2020-09-07,92.10,92.70,88.00,89.00,6232803.00,554719467.00
2020-09-08,89.50,90.00,87.70,88.40,2929835.00,258997414.00
2020-09-09,87.30,88.30,87.10,87.30,2876421.00,251111553.30
2020-09-10,88.20,89.40,85.60,85.70,5641700.00,483493690.00
2020-09-11,85.70,86.90,84.80,85.10,2674298.00,227582759.80
2020-09-14,85.50,87.60,85.40,87.10,2405585.00,209526453.50
2020-09-15,87.50,87.90,86.70,86.70,1910136.00,165608791.20
2020-09-16,87.20,87.30,86.00,86.20,1665240.00,143543688.00
2020-09-17,86.90,89.50,86.60,88.10,3954135.00,348359293.50
2020-09-18,88.30,89.40,87.80,88.80,2146042.00,190568529.60
2020-09-21,89.00,89.30,87.30,87.50,1800623.00,157554512.50
2020-09-22,87.50,88.60,85.50,88.00,2326051.00,204692488.00
2020-09-23,88.50,89.00,86.60,87.00,1794569.00,156127503.00
2020-09-24,85.80,86.70,84.00,84.20,2472701.00,208201424.20
2020-09-25,85.10,85.70,81.50,83.60,2800289.00,234104160.40
2020-09-28,84.50,84.70,83.30,84.60,948004.00,80201138.40
2020-09-29,85.20,85.40,83.50,83.90,915317.00,76795096.30
2020-09-30,84.10,85.20,83.60,85.10,927633.00,78941568.30
2020-10-05,85.80,88.20,85.80,88.20,2753428.00,242852349.60
2020-10-06,89.30,89.40,88.60,89.00,2259665.00,201110185.00
2020-10-07,89.40,90.50,89.00,89.50,2775912.00,248444124.00
2020-10-08,89.80,90.40,89.10,89.80,1857839.00,166833942.20
2020-10-12,90.40,90.40,89.10,90.00,1308181.00,117736290.00
2020-10-13,90.50,92.50,90.40,91.70,6558642.00,601427471.40
2020-10-14,92.40,94.20,92.20,93.70,6886044.00,645222322.80
2020-10-15,93.80,95.20,93.70,94.50,5475080.00,517395060.00
2020-10-16,94.50,95.00,93.10,94.10,4358406.00,410126004.60
2020-10-19,95.00,99.90,94.50,95.30,14367694.00,1369241238.20
2020-10-20,95.90,101.00,95.70,100.50,14494765.00,1456723882.50
2020-10-21,101.50,102.00,96.70,97.30,14630997.00,1423596008.10
2020-10-22,97.50,100.50,97.30,100.00,12870778.00,1287077800.00
2020-10-23,100.50,101.50,98.40,99.00,4465413.00,442075887.00
2020-10-26,100.00,102.00,99.30,99.40,5665498.00,563150501.20
2020-10-27,98.50,104.00,98.00,103.50,10191355.00,1054805242.50
2020-10-28,103.50,103.50,100.00,101.00,6282249.00,634507149.00
2020-10-29,99.50,99.60,97.90,99.00,4171646.00,412992954.00
2020-10-30,99.50,101.50,99.40,99.80,5464973.00,545404305.40
2020-11-02,101.00,104.50,100.00,100.50,9314199.00,936076999.50
2020-11-03,101.50,102.00,99.50,99.80,2672661.00,266731567.80
2020-11-04,100.00,101.50,99.20,100.50,2159200.00,216999600.00
2020-11-05,101.50,101.50,97.60,98.70,3500686.00,345517708.20
2020-11-06,98.70,100.50,98.70,100.50,2063164.00,207347982.00
2020-11-09,101.00,102.00,100.00,101.00,2863352.00,289198552.00
2020-11-10,101.50,101.50,95.30,96.20,6582493.00,633235826.60
2020-11-11,96.60,98.10,95.70,96.20,3028680.00,291359016.00
2020-11-12,99.80,105.00,98.70,99.60,15669008.00,1560633196.80
2020-11-13,100.00,103.00,99.60,99.90,6120977.00,611485602.30
2020-11-16,100.50,102.00,98.30,101.50,6319217.00,641400525.50
2020-11-17,102.00,102.00,99.50,100.50,3022985.00,303809992.50
2020-11-18,101.50,101.50,100.00,100.50,2060393.00,207069496.50
2020-11-19,101.00,102.50,99.50,99.80,3046295.00,304020241.00
2020-11-20,99.80,100.50,99.30,99.80,1374344.00,137159531.20
2020-11-23,100.00,101.00,99.50,99.60,2462629.00,245277848.40
2020-11-24,100.00,100.50,97.30,97.60,4365871.00,426109009.60
2020-11-25,98.00,98.60,95.60,96.00,5094357.00,489058272.00
2020-11-26,96.10,97.60,96.10,96.90,2899033.00,280916297.70
2020-11-27,96.90,98.50,96.70,98.20,2254238.00,221366171.60
2020-11-30,98.50,98.80,96.80,96.80,2926086.00,283245124.80
2020-12-01,97.00,97.10,95.40,96.50,2080907.00,200807525.50
2020-12-02,96.70,97.50,95.90,97.40,2282748.00,222339655.20
2020-12-03,97.50,98.10,96.50,97.40,1884991.00,183598123.40
2020-12-04,97.60,97.80,96.80,97.50,1746515.00,170285212.50
2020-12-07,97.80,98.50,97.20,98.50,2543353.00,250520270.50
