Date,Open,High,Low,Close,Volume,Amount
2020-07-01,56.80,56.80,56.60,56.60,5000,283000.00
2020-07-02,58.50,58.50,57.00,57.80,5037,291138.60
2020-07-03,59.00,59.00,55.60,57.70,18057,1041888.90
2020-07-06,57.60,58.40,57.50,58.20,11000,640200.00
2020-07-07,57.60,58.30,57.50,58.00,13000,754000.00
2020-07-08,58.40,58.40,58.00,58.10,5764,334888.40
2020-07-09,58.20,59.70,58.10,59.60,24300,1448280.00
2020-07-10,59.50,59.50,57.50,58.50,12000,702000.00
2020-07-13,56.50,57.80,56.50,57.50,6006,345345.00
2020-07-14,56.80,57.30,56.70,57.30,3000,171900.00
2020-07-15,56.50,57.40,56.50,57.40,6000,344400.00
2020-07-16,56.80,57.40,56.80,57.40,2000,114800.00
2020-07-17,57.10,57.10,54.30,56.70,10000,567000.00
2020-07-20,56.10,57.20,56.10,57.20,2000,114400.00
2020-07-21,56.60,57.20,56.50,57.20,3000,171600.00
2020-07-22,58.50,58.50,58.50,58.50,2266,132561.00
2020-07-23,58.00,58.00,56.90,56.90,6050,344245.00
2020-07-24,57.60,57.60,57.60,57.60,1250,72000.00
2020-07-27,58.40,58.40,56.50,57.50,12000,690000.00
2020-07-28,57.80,57.80,57.80,57.80,1000,57800.00
2020-07-29,57.80,57.80,57.60,57.60,2589,149126.40
2020-07-30,55.40,57.20,55.40,56.90,8000,455200.00
2020-07-31,0.00,0.00,0.00,0.00,0,0.00
2020-08-03,55.90,55.90,55.90,55.90,2000,111800.00
2020-08-04,55.00,56.20,55.00,56.20,4118,231431.60
2020-08-05,0.00,0.00,0.00,0.00,0,0.00
2020-08-06,55.60,56.30,55.40,56.30,4000,225200.00
2020-08-07,55.80,55.80,55.80,55.80,1000,55800.00
2020-08-10,0.00,0.00,0.00,0.00,0,0.00
2020-08-11,54.60,56.00,54.20,55.20,13232,730406.40
2020-08-12,55.90,55.90,54.00,55.30,4000,221200.00
2020-08-13,54.50,55.00,54.50,55.00,3000,165000.00
2020-08-14,56.10,56.10,56.10,56.10,1000,56100.00
2020-08-17,57.00,57.00,54.30,56.40,5000,282000.00
2020-08-18,55.50,56.10,55.50,56.10,3000,168300.00
2020-08-19,54.50,55.70,54.50,55.70,2000,111400.00
2020-08-20,54.10,55.30,52.60,55.30,6070,335671.00
2020-08-21,54.10,54.80,53.80,54.80,5000,274000.00
2020-08-24,53.50,54.10,53.50,54.10,4200,227220.00
2020-08-25,54.10,56.80,53.30,55.30,17000,940100.00
2020-08-26,54.10,55.10,54.10,55.10,6000,330600.00
2020-08-27,55.70,55.70,54.50,55.40,4000,221600.00
2020-08-28,56.70,57.00,55.70,55.70,6000,334200.00
2020-08-31,53.80,55.60,53.80,55.60,5529,307412.40
2020-09-01,55.00,55.70,55.00,55.70,3000,167100.00
2020-09-02,54.70,55.70,54.50,55.70,17000,946900.00
2020-09-03,55.50,56.40,54.60,55.70,13000,724100.00
2020-09-04,54.50,55.40,54.50,55.40,4000,221600.00
2020-09-07,54.30,55.60,54.30,55.60,6000,333600.00
2020-09-08,57.00,57.00,57.00,57.00,1000,57000.00
2020-09-09,55.80,56.90,55.80,56.90,7000,398300.00
2020-09-10,56.00,56.90,56.00,56.90,7000,398300.00
2020-09-11,55.20,56.70,54.70,56.40,8000,451200.00
2020-09-14,56.10,56.10,55.10,55.80,7050,393390.00
2020-09-15,56.60,56.60,55.10,55.80,11020,614916.00
2020-09-16,57.00,57.00,55.20,56.10,4000,224400.00
2020-09-17,56.20,56.20,55.50,55.50,2000,111000.00
2020-09-18,56.40,56.40,54.70,55.50,4000,222000.00
2020-09-21,56.70,56.70,54.30,56.60,4000,226400.00
2020-09-22,55.30,55.30,55.30,55.30,1058,58507.40
2020-09-23,57.00,57.00,54.70,55.20,6000,331200.00
2020-09-24,54.80,55.30,54.80,55.30,2050,113365.00
2020-09-25,57.10,57.10,55.00,55.00,4000,220000.00
2020-09-28,55.90,55.90,54.50,55.50,3000,166500.00
2020-09-29,56.50,56.50,54.60,55.10,5000,275500.00
2020-09-30,56.80,56.80,54.80,56.40,6000,338400.00
2020-10-05,56.80,56.80,56.80,56.80,1000,56800.00
2020-10-06,0.00,0.00,0.00,0.00,0,0.00
2020-10-07,58.40,58.40,58.40,58.40,1666,97294.40
2020-10-08,54.80,57.70,54.80,57.70,6030,347931.00
2020-10-12,0.00,0.00,0.00,0.00,0,0.00
2020-10-13,0.00,0.00,0.00,0.00,0,0.00
2020-10-14,56.00,57.30,56.00,57.30,2776,159064.80
2020-10-15,57.70,57.70,57.00,57.00,2615,149055.00
2020-10-16,55.00,57.00,55.00,57.00,3000,171000.00
2020-10-19,55.10,56.20,55.10,56.20,3000,168600.00
2020-10-20,55.20,55.70,55.20,55.70,3052,169996.40
2020-10-21,57.60,57.60,55.40,56.40,4000,225600.00
2020-10-22,57.60,57.60,57.60,57.60,1000,57600.00
2020-10-23,0.00,0.00,0.00,0.00,0,0.00
2020-10-26,0.00,0.00,0.00,0.00,0,0.00
2020-10-27,55.00,56.80,55.00,56.40,6000,338400.00
2020-10-28,55.30,55.50,55.30,55.50,3000,166500.00
