Date,Open,High,Low,Close,Volume,Amount
2020-07-01,21.4,22.0,21.3,21.4,1925000.0,41195000.0
2020-07-02,22.0,23.45,21.8,23.25,4483000.0,104229750.0
2020-07-03,23.1,23.7,22.35,23.3,2429000.0,56595700.0
2020-07-06,24.0,25.6,24.0,25.6,2974000.0,76134400.0
2020-07-07,28.15,28.15,28.15,28.15,1483000.0,41746450.0
2020-07-08,30.95,30.95,30.95,30.95,2195000.0,67935250.0
2020-07-09,34.0,34.0,34.0,34.0,1654000.0,56236000.0
2020-07-10,34.6,34.6,30.6,30.6,3544000.0,108446400.0
2020-07-13,31.5,32.0,28.1,30.6,5006000.0,153183600.0
2020-07-14,31.0,32.55,30.6,30.75,3110000.0,95632500.0
2020-07-15,31.0,31.5,29.0,29.1,2186000.0,63612600.0
2020-07-16,29.4,30.0,29.2,29.6,933000.0,27616800.0
2020-07-17,30.1,30.1,27.3,27.4,1653000.0,45292200.0
2020-07-20,27.15,28.15,26.05,28.0,1306000.0,36568000.0
2020-07-21,28.35,29.6,28.35,29.4,1591000.0,46775400.0
2020-07-22,27.7,29.3,27.7,29.3,2493000.0,73044900.0
2020-07-23,28.6,29.0,27.8,28.55,1814000.0,51789700.0
2020-07-24,28.6,29.0,26.3,27.0,2519000.0,68013000.0
2020-07-27,27.9,28.65,26.55,26.55,1909000.0,50683950.0
2020-07-28,27.25,27.65,24.5,25.0,2483000.0,62075000.0
2020-07-29,25.8,27.5,25.3,27.5,1874000.0,51535000.0
2020-07-30,27.95,28.8,27.25,27.6,4171000.0,115119600.0
2020-07-31,27.6,27.6,26.8,27.1,1037000.0,28102700.0
2020-08-03,27.35,27.5,26.7,26.75,916000.0,24503000.0
2020-08-04,26.85,27.05,26.45,26.55,1791000.0,47551050.0
2020-08-05,27.35,27.8,26.75,26.75,2279000.0,60963250.0
2020-08-06,27.05,27.5,26.6,26.6,1103000.0,29339800.0
2020-08-07,26.6,29.25,26.6,29.25,8079000.0,236310750.0
2020-08-10,31.2,31.2,27.2,27.45,6954000.0,190887300.0
2020-08-11,27.75,28.45,27.3,27.3,2061000.0,56265300.0
2020-08-12,27.0,27.0,25.5,26.2,2255000.0,59081000.0
2020-08-13,26.5,26.6,25.5,25.55,1466000.0,37456300.0
2020-08-14,25.6,25.8,25.2,25.55,1365000.0,34875750.0
2020-08-17,25.8,26.1,25.35,25.4,1666000.0,42316400.0
2020-08-18,25.8,26.5,25.8,26.15,2167000.0,56667050.0
