日期,股票代號,股票名稱,股數,持股權重
2026-01-26,2059,川湖,117000,0.78%
2026-01-26,3661,世芯-KY,458000,3.07%
2026-01-26,8210,勤誠,1563000,2.89%
2026-01-26,6805,富世達,1016000,2.73%
2026-01-26,8046,南電,3788000,2.67%
2026-01-26,5274,信驊,142000,2.4%
2026-01-26,6515,穎崴,225000,1.74%
2026-01-26,2313,華通,5013000,1.69%
2026-01-26,3037,欣興,1866000,1.18%
2026-01-26,3533,嘉澤,376000,1.06%
2026-01-26,8358,金居,1826000,0.94%
2026-01-26,2327,國巨*,6551000,3.58%
2026-02-04,2002,中鋼,4923000,0.18%
2026-02-04,1802,台玻,2065000,0.19%
2026-02-04,4979,華星光,329000,0.19%
2026-02-04,2059,川湖,40000,0.22%
2026-02-04,1326,台化,5635000,0.4%
2026-02-04,3211,順達,570000,0.31%
2026-02-04,5269,祥碩,137000,0.32%
2026-02-04,3376,新日興,1017000,0.38%
2026-02-04,3217,優群,326000,0.09%
2026-02-04,1319,東陽,1531000,0.3%
2026-02-04,3008,大立光,3000,0.01%
2026-02-04,3045,台灣大,2000,0%
2026-02-04,8996,高力,1000,0%
2026-02-04,2439,美律,2000,0%
2026-02-04,3533,嘉澤,1000,0%
2026-02-04,2454,聯發科,1000,0%
2026-02-04,5536,聖暉*,1000,0%
2026-02-04,2884,玉山金,2010,0%
2026-02-04,2313,華通,1000,0%
2026-02-04,2317,鴻海,1000,0%
2026-02-04,3583,辛耘,2000,0%
2026-02-04,2449,京元電子,1227000,0.65%
2026-02-04,2357,華碩,2000,0%
2026-02-04,6488,環球晶,766000,0.65%
2026-02-04,6191,精成科,3238000,0.65%
2026-02-04,2330,台積電,2913000,9.21%
2026-02-04,1303,南亞,5193000,0.71%
2026-02-04,8299,群聯,1908000,6.94%
2026-02-04,3017,奇鋐,2290000,6.79%
2026-02-04,2383,台光電,1560000,5.64%
2026-02-04,2308,台達電,2625000,5.62%
2026-02-04,2345,智邦,2556000,5.36%
2026-02-04,3653,健策,916000,5.04%
2026-02-04,6223,旺矽,962000,4.68%
2026-02-04,6274,台燿,4825000,4.59%
2026-02-04,2368,金像電,2797000,3.95%
2026-02-04,3665,貿聯-KY,1627848,3.86%
2026-02-04,6669,緯穎,722000,4.71%
2026-02-04,5274,信驊,174000,2.97%
2026-02-04,2327,國巨*,6551000,3.1%
2026-02-04,8358,金居,1826000,0.84%
2026-02-04,6139,亞翔,1610000,1.59%
2026-02-04,6510,精測,230000,1.63%
2026-02-04,6515,穎崴,225000,1.81%
2026-02-04,1815,富喬,4454000,0.77%
2026-02-04,8210,勤誠,1563000,2.73%
2026-02-04,6805,富世達,1016000,2.74%
2026-02-04,8046,南電,3788000,2.75%
2026-02-04,3661,世芯-KY,470000,2.82%
2026-02-04,3037,欣興,3671000,2.52%
2026-02-05,1802,台玻,2065000,0.19%
2026-02-05,2449,京元電子,1227000,0.62%
2026-02-05,1326,台化,5635000,0.41%
2026-02-05,3376,新日興,1017000,0.37%
2026-02-05,3211,順達,570000,0.31%
2026-02-05,5269,祥碩,137000,0.31%
2026-02-05,1319,東陽,1531000,0.3%
2026-02-05,2404,漢唐,165000,0.27%
2026-02-05,2059,川湖,40000,0.22%
2026-02-05,4979,華星光,329000,0.19%
2026-02-05,2317,鴻海,1000,0%
2026-02-05,6191,精成科,3238000,0.62%
2026-02-05,3217,優群,326000,0.09%
2026-02-05,3008,大立光,3000,0.01%
2026-02-05,2357,華碩,2000,0%
2026-02-05,8996,高力,1000,0%
2026-02-05,2439,美律,2000,0%
2026-02-05,3533,嘉澤,1000,0%
2026-02-05,3045,台灣大,2000,0%
2026-02-05,2454,聯發科,1000,0%
2026-02-05,5536,聖暉*,1000,0%
2026-02-05,2884,玉山金,2010,0%
2026-02-05,2313,華通,1000,0%
2026-02-05,2002,中鋼,4923000,0.18%
2026-02-05,6488,環球晶,766000,0.64%
2026-02-05,8210,勤誠,1563000,3.03%
2026-02-05,1303,南亞,6096000,0.81%
2026-02-05,2330,台積電,2913000,9.19%
2026-02-05,3017,奇鋐,2290000,6.67%
2026-02-05,2383,台光電,1677000,5.85%
2026-02-05,8299,群聯,1613000,5.83%
2026-02-05,2345,智邦,2556000,5.14%
2026-02-05,2308,台達電,2493000,5.13%
2026-02-05,1815,富喬,4454000,0.76%
2026-02-05,6223,旺矽,962000,4.73%
2026-02-05,6669,緯穎,722000,4.66%
2026-02-05,6274,台燿,4825000,4.49%
2026-02-05,2368,金像電,2797000,3.8%
2026-02-05,3653,健策,916000,4.91%
2026-02-05,2327,國巨*,6551000,3.02%
2026-02-05,6805,富世達,1066000,2.95%
2026-02-05,3661,世芯-KY,503000,2.92%
2026-02-05,5274,信驊,174000,2.84%
2026-02-05,8046,南電,3788000,2.69%
2026-02-05,3037,欣興,3869000,2.53%
2026-02-05,6515,穎崴,225000,1.78%
2026-02-05,6510,精測,230000,1.61%
2026-02-05,6139,亞翔,1610000,1.57%
2026-02-05,8358,金居,1826000,0.82%
2026-02-05,3665,貿聯-KY,1627848,3.67%
2026-02-11,2330,台積電,2992000,9.46%
2026-02-11,2383,台光電,1809000,6.55%
2026-02-11,2345,智邦,2625000,6.28%
2026-02-11,3017,奇鋐,2352000,6.23%
2026-02-11,2308,台達電,2560000,5.32%
2026-02-11,3653,健策,940000,4.97%
2026-02-11,8299,群聯,1614000,4.94%
2026-02-11,6669,緯穎,741000,4.57%
2026-02-11,6223,旺矽,988000,4.55%
2026-02-11,6274,台燿,4965000,4.36%
2026-02-11,3665,貿聯-KY,1841848,4.15%
2026-02-11,2368,金像電,2887000,3.95%
2026-02-11,3661,世芯-KY,559000,3.12%
2026-02-11,5274,信驊,178000,2.86%
2026-02-11,2327,國巨*,6729000,2.84%
2026-02-11,6805,富世達,1094000,2.79%
2026-02-11,8046,南電,3788000,2.6%
2026-02-11,8210,勤誠,1563000,2.52%
2026-02-11,3037,欣興,3974000,2.42%
2026-02-11,6515,穎崴,231000,1.91%
2026-02-11,6510,精測,236000,1.55%
2026-02-11,6139,亞翔,1653000,1.42%
2026-02-11,2449,京元電子,1709000,0.88%
2026-02-11,8358,金居,1826000,0.81%
2026-02-11,1303,南亞,6261000,0.81%
2026-02-11,1815,富喬,4575000,0.73%
2026-02-11,6488,環球晶,786000,0.58%
2026-02-11,6191,精成科,3326000,0.57%
2026-02-11,1326,台化,5790000,0.4%
2026-02-11,3376,新日興,1044000,0.33%
2026-02-11,2317,鴻海,863000,0.32%
2026-02-11,5269,祥碩,140000,0.29%
2026-02-11,3211,順達,585000,0.27%
2026-02-11,1319,東陽,1531000,0.26%
2026-02-11,2404,漢唐,165000,0.25%
2026-02-11,2059,川湖,40000,0.2%
2026-02-11,4979,華星光,329000,0.18%
2026-02-11,2002,中鋼,4923000,0.17%
2026-02-11,1802,台玻,2065000,0.16%
2026-02-11,3217,優群,326000,0.08%
2026-02-11,3008,大立光,3000,0.01%
2026-02-11,2357,華碩,2000,0%
2026-02-11,8996,高力,1000,0%
2026-02-11,2439,美律,2000,0%
2026-02-11,3533,嘉澤,1000,0%
2026-02-11,3045,台灣大,2000,0%
2026-02-11,2454,聯發科,1000,0%
2026-02-11,5536,聖暉*,1000,0%
2026-02-11,2884,玉山金,2010,0%
2026-02-11,2313,華通,1000,0%
