Date,SectorName,ShortMarginRatio
2026-03-25,金屬製品,32.08
2026-03-25,太陽能,12.85
2026-03-25,玻璃陶瓷,10.92
2026-03-25,記憶體銷售,8.31
2026-03-25,概念股_無線耳機,5.99
2026-03-25,概念股_風電,5.98
2026-03-25,概念股_銅箔,5.73
2026-03-25,概念股_夏季,5.41
2026-03-25,概念股_防疫,4.52
2026-03-25,通訊設備,4.37
2026-03-25,IC-半導體設備,4.12
2026-03-25,概念股_氣候變遷,4.08
2026-03-25,自行車,3.34
2026-03-25,IC-通路,3.3
2026-03-25,PCB-材料設備,3.13
2026-03-25,概念股_製藥業,3.09
