Code,Name,MainGroup,SubTags,Industry,GroupSize
3716,中化控股,生技醫療,,"學名藥, 西藥製劑, 醫療器材通路, 醫藥流通, 醫藥產業",134
3717,聯嘉投控,面板,,"LED, LED封裝",91
4102,永日,生技醫療,原料藥,"原料藥, 生技特用化學品, 生物科技, 醫藥產業",134
4104,佳醫,"半導體設備, 生技醫療",醫療儀器設備,"其他醫療器材, 手術與治療用醫材, 洗腎器具, 醫療器材通路, 醫療服務, 醫療管理服務, 醫療耗材, 醫藥流通","109, 134"
4105,東洋,生技醫療,"新藥, 製藥業","學名藥, 西藥製劑, 醫藥產業",134
4106,雃博,半導體設備,,"呼吸與麻醉用器具, 手術與治療用醫材, 物理治療器具, 福祉輔助設備, 輔助與彌補用醫材",109
4107,邦特,生技醫療,醫療器材耗材,"其他醫療器材, 手術與治療用醫材, 洗腎器具, 醫療耗材",134
4108,懷特,生技醫療,"新藥, 新藥研發","中藥製劑, 新藥研發, 植物新藥, 生物科技, 醫藥產業, 食品生技",134
4109,加捷生醫,食品,保健食品,"保險經紀, 生物科技, 金融業, 食品生技",61
4111,濟生,生技醫療,製藥業,"學名藥, 西藥製劑, 醫藥產業",134
4113,聯上,營建,,"地產, 營建",122
4114,健喬,生技醫療,製藥業,"學名藥, 生物科技, 西藥製劑, 醫藥流通, 醫藥產業, 食品生技",134
4116,明基醫,生技醫療,智慧醫療,"其他醫療器材, 牙科植入器材, 診斷與監測用醫材, 輔助與彌補用醫材, 醫學影像裝置, 醫用家具, 醫療管理服務, 醫療耗材",134
4119,旭富,生技醫療,原料藥,"原料藥, 醫藥產業",134
4120,友華,"生技醫療, 電子通路",醫藥通路,"學名藥, 生物科技, 西藥製劑, 醫藥流通, 醫藥產業, 食品生技","134, 256"
4121,優盛,生技醫療,醫療器材耗材,"生理檢測器材, 血壓計, 血糖儀, 診斷與監測用醫材, 醫藥流通, 體外診斷用醫材, 體溫計",134
4123,晟德,食品,,"學名藥, 生物科技, 西藥製劑, 醫藥產業, 食品生技",61
4126,太醫,生技醫療,醫療器材耗材,"其他醫療器材, 醫療耗材",134
4127,天良,食品,保健食品,"學名藥, 生物科技, 西藥製劑, 醫藥產業, 食品生技",61
4128,中天,生技醫療,新藥研發,"中藥製劑, 新藥研發, 植物新藥, 生物科技, 醫藥產業, 食品生技",134
4129,聯合,生技醫療,醫療器材耗材,"人造關節, 輔助與彌補用醫材, 骨科類器材",134
4130,健亞,生技醫療,新藥研發,"學名藥, 新藥研發, 西藥製劑, 醫藥產業",134
4131,浩泰,半導體設備,生物檢測,"檢驗試劑／紙, 輔助與彌補用醫材, 隱形眼鏡, 體外診斷用醫材",109
4133,亞諾法,半導體設備,生物檢測,"檢驗試劑／紙, 生物製劑, 醫藥產業, 體外診斷用醫材",109
4137,麗豐-KY,傳產其他,"美容, 醫美保養妝品","時尚產業, 美妝保養品, 美容",246
4138,曜亞,生技醫療,,"動力手術器具, 手術與治療用醫材, 醫療器材通路, 醫藥流通",134
4139,馬光-KY,生技醫療,醫療院所,"醫療服務, 醫療管理服務",134
4142,國光生,生技醫療,防疫,"生物製劑, 醫藥產業",134
4147,中裕,生技醫療,"新藥研發, 生技醫療","新藥研發, 生物製劑, 醫藥產業",134
4148,全宇生技-KY,生技醫療,農業生技,"化學工業, 生物科技, 肥料, 農業生技",134
4153,鈺緯,"生技醫療, 面板",,"LCD顯示器, 智慧醫療技術, 診斷與監測用醫材, 醫學影像裝置, 顯示器, 顯示器零件","134, 91"
4154,樂威科-KY,傳產其他,,"傳產其他, 金屬加工／製品",246
4155,訊映,生技醫療,,"血糖儀, 體外診斷用醫材",134
4157,太景*-KY,生技醫療,新藥研發,"新藥研發, 西藥製劑, 醫藥產業",134
4160,訊聯基因,半導體設備,生物檢測,"智慧醫療技術, 生技服務, 生物科技, 醫療服務, 醫療管理服務",109
4161,聿新科,食品,,"時尚產業, 生物科技, 生理檢測器材, 美妝保養品, 血糖儀, 診斷與監測用醫材, 食品生技, 體外診斷用醫材",61
4162,智擎,生技醫療,新藥研發,"新藥研發, 西藥製劑, 醫藥產業",134
4163,鐿鈦,生技醫療,,"傳產其他, 其他醫療器材, 金屬加工／製品",134
4164,承業醫,"半導體設備, 生技醫療",醫療儀器設備,"醫療器材通路, 醫療服務, 醫療管理服務, 醫藥流通","109, 134"
4166,友霖,生技醫療,,"學名藥, 新藥研發, 西藥製劑, 醫藥產業",134
4167,松瑞藥,生技醫療,原料藥,"原料藥, 西藥製劑, 醫藥產業",134
4168,醣聯,生技醫療,,"新藥研發, 生物製劑, 醫藥產業, 醫藥研發外包服務",134
4171,瑞基,半導體設備,生物檢測,"檢驗試劑／紙, 生物科技, 農業生技, 體外診斷用醫材",109
4173,久裕,"生技醫療, 電子通路",醫藥通路,醫藥流通,"134, 256"
4174,浩鼎,生技醫療,,"新藥研發, 生物製劑, 醫藥產業",134
4175,杏一,"生技醫療, 電子通路",醫藥通路,"醫療器材通路, 醫藥流通","134, 256"
4183,福永生技,生技醫療,,"血糖儀, 體外診斷用醫材",134
4188,安克,生技醫療,,智慧醫療技術,134
4190,佐登-KY,傳產其他,"美容, 醫美保養妝品","時尚產業, 美妝保養品, 美容",246
4192,杏國,食品,,"新藥研發, 植物新藥, 生物科技, 醫藥產業, 食品生技",61
4198,欣大健康,生技醫療,,"診斷與監測用醫材, 醫學影像裝置",134
4205,中華食,食品,,食品加工,61
4207,環泰,食品,,"大宗物資, 製糖, 食品加工, 食品添加劑",61
4303,信立,塑膠,,"塑化製品, 塑膠皮布",62
4304,勝昱,"化學, 塑膠, 電子通路",,"其他電子零件, 化學工業, 塑化製品, 塑膠加工, 膠帶, 電子零件元件","69, 62, 256"
4305,世坤,塑膠,,"塑化製品, 塑膠皮布",62
4306,炎洲,"化學, 塑膠",,"化學工業, 塑化製品, 塑膠加工, 膠帶","69, 62"
4401,東隆興,"化學, 紡織",NIKE,"化學纖維, 尼龍絲, 紡紗, 聚酯紗","69, 59"
4402,郡都開發,傳產其他,,"太陽能, 太陽能系統運用, 織布業",246
4406,新昕纖,"化學, 紡織",,"化學纖維, 聚酯加工絲","69, 59"
4413,飛寶企業,紡織,,"成衣, 成衣製造, 織布業",59
4414,如興,紡織,,"成衣, 成衣製造",59
4416,三圓,營建,,"地產, 營建, 物業投資發展",122
4417,金洲,紡織,,"工業紡織品, 魚網",59
4419,皇家美食,觀光,,"旅宿／餐飲, 餐飲",54
4420,光明,"化學, 紡織",,"化學纖維, 聚酯加工絲","69, 59"
4426,利勤,紡織,東協,"傳產其他, 織布業, 鞋材",59
4430,耀億,"化學, 紡織",,"化學纖維, 尼龍絲","69, 59"
4432,銘旺實,紡織,,"成衣, 成衣製造",59
4433,興采,紡織,,"成衣, 成衣製造, 織布業",59
4438,廣越,紡織,NIKE,"成衣, 成衣製造, 紡紗, 羽絨加工",59
4439,冠星-KY,紡織,,織布業,59
4440,宜新實業,"化學, 紡織",,"加工絲, 化學纖維, 紡紗, 聚酯紗","69, 59"
4441,振大環球,紡織,,"成衣, 成衣製造",59
4442,竣邦-KY,紡織,,織布業,59
4502,健信,傳產其他,,"汽機車零組件, 輪圈",246
4503,金雨,面板,顯示器,"POS機系統, 工業電腦, 自動販賣機, 車用充電相關, 電力設備",91
4506,崇友,營建,,"建材, 電梯",122
4510,高鋒,機械,,"工具機, 銑床, 龍門機",93
4513,福裕,機械,,"工具機, 磨床, 車床, 龍門機",93
4523,永彰,機械,,"汽機車零組件, 汽車內裝, 汽車空調, 車用冷卻系統, 電力設備, 電機, 電氣開關設備",93
4526,東台,機械,,"印刷電路板相關, 工具機, 工具機主軸, 車床, 雷射鑽孔機、鑽頭",93
4527,方土霖,機械,,"產業機械, 空調製冷",93
4528,江興鍛,電動車,,"傳動系統, 懸吊系統, 木床／車架, 汽機車零組件, 車用金屬成型, 車用鍛件",54
4529,淳紳,"傳產其他, 電動車",,"太陽能發電, 汽車製造, 車輛整車, 電力, 電動車","246, 54"
4530,宏易,觀光,,"安全氣囊, 旅宿／餐飲, 汽車內裝, 餐飲",54
4532,瑞智,機械,,"壓縮機, 產業機械",93
4533,協易機,機械,,"工具機, 沖床",93
4534,慶騰,傳產其他,,"傳產其他, 金屬加工／製品",246
4535,至興,電動車,,"汽機車零組件, 汽車內裝, 汽車座椅",54
4536,拓凱,運動休閒,運動休閒,"傳產其他, 碳纖維, 航天軍工, 運動產業, 運動用品",37
4538,大詠城,機械,,機械零組件,93
4540,全球傳動,機械,,"機械零組件, 滑軌",93
4541,晟田,半導體設備,,"半導體製程設備, 機械零組件, 航天軍工, 設備儀器商, 飛機零件／製造",109
4542,科嶠,半導體設備,,"PCB相關設備, 半導體製程設備, 設備儀器商",109
4543,萬在,電動車,,"汽機車零組件, 汽車內裝, 汽車空調, 車用冷卻系統",54
4545,銘鈺,"機械, 電子通路",,"其他電子零件, 模具沖壓, 產業機械, 自動化設備, 電子零件元件","93, 256"
4549,桓達,機械,,"產業機械, 自動化設備",93
4550,長佳,運動休閒,,"休閒娛樂, 俱樂部, 水電消防工程, 營造工程, 配電工程, 電力設備",37
4551,智伸科,機械,,"傳產其他, 汽機車零組件, 產業機械, 自行車零件, 金屬加工／製品",93
4552,力達-KY,機械,,"壓縮機, 產業機械",93
4554,橙的,電子通路,,"胎壓監測系統, 車用電子",256
4555,氣立,機械,,"機械零組件, 氣動元件",93
4556,旭然,半導體設備,,"水資源, 水資源設備／耗材",109
4557,永新-KY,傳產其他,,"剎車系統, 汽機車零組件",246
4558,寶緯,營建,,"建材, 金屬建材, 鋁擠型, 非鐵金屬",122
4560,強信-KY,機械,,"工業用縫紉機, 產業機械",93
4561,健椿,機械,,"工具機, 工具機主軸",93
4562,穎漢,機械,智慧型機器人/機械手臂,"工具機, 機器人, 機器手臂",93
4563,百德,機械,,工具機,93
4564,元翎,電動車,,"傳產其他, 安全氣囊, 汽車內裝, 金屬加工／製品",54
4566,時碩工業,傳產其他,,"傳產其他, 汽機車零組件, 金屬加工／製品",246
4568,科際精密,機械,,"家電, 家電零組件, 幫浦, 產業機械",93
4569,六方科-KY,傳產其他,,"傳產其他, 汽機車零組件, 金屬加工／製品",246
4571,鈞興-KY,機械,,機械零組件,93
4572,駐龍,機械,,"機械零組件, 航天機械零組件, 航天軍工, 飛機零件／製造",93
4576,大銀微系統,機械,,"機械零組件, 氣動元件",93
4577,達航科技,電子通路,,"PCB相關設備, 印刷電路板相關, 設備儀器商, 雷射鑽孔機、鑽頭, 電子製造服務, 電腦系統業",256
4580,捷流閥業,機械,,"工業閥門, 機械零組件",93
4581,光隆精密-KY,電動車,,"傳動系統, 剎車系統, 引擎相關, 汽機車零組件, 車用排氣系統, 車用金屬成型, 車用鑄件",54
4583,台灣精銳,機械,,"機械零組件, 減速機",93
4584,君帆,機械,,"機械零組件, 液壓元件",93
4585,達明,傳產其他,,"協作機器人, 機器人, 機器手臂",246
4588,玖鼎電力,機械,,"儀表, 智慧電網相關, 產業機械, 電力設備",93
4590,富田-創,機械,,"工業馬達, 產業機械",93
4609,唐鋒,傳產其他,,"家電, 小家電",246
4702,中美實,"化學, 百貨零售",,"化學工業, 染料，顏料, 汽車服務相關, 汽車銷售, 流通業, 貿易","69, 30"
4706,大恭,化學,,"化學工業, 染料，顏料",69
4707,磐亞,化學,,"其他化工產品, 化學工業, 衛生清潔用品",69
4711,永純,化學,,"化學工業, 合成樹脂",69
4714,永捷,化學,,"PU樹脂, 化學工業",69
4716,大立,化學,,"化學工業, 合成樹脂",69
4720,德淵,化學,,"化學工業, 熱熔膠",69
4721,美琪瑪,化學,寧德時代,"其他化工產品, 化學工業, 化學產品通路, 正極材料, 電池材料相關",69
4722,國精化,化學,,"化學工業, 合成樹脂",69
4726,永昕,生技醫療,生技醫療,"醫藥產業, 醫藥研發外包服務",134
4728,雙美,生技醫療,"美容, 醫美保養妝品","生技特用化學品, 生物科技, 輔助與彌補用醫材, 醫用植入材料",134
4729,熒茂,面板,,"觸控面板, 面板業",91
4735,豪展,生技醫療,,"其他醫療器材, 血壓計, 診斷與監測用醫材, 體溫計",134
4736,泰博,生技醫療,智慧醫療,"檢驗試劑／紙, 生理監測裝置, 血糖儀, 診斷與監測用醫材, 體外診斷用醫材, 體溫計",134
4737,華廣,生技醫療,,"血糖儀, 體外診斷用醫材",134
4739,康普,化學,寧德時代,"其他化工產品, 化學工業, 強酸產品, 正極材料, 電池材料相關",69
4741,泓瀚,化學,,"化學工業, 染料，顏料",69
4743,合一,生技醫療,,"新藥研發, 植物新藥, 醫藥產業",134
4744,皇將,"機械, 生技醫療",,"產業機械, 醫療保健設備／裝置","93, 134"
4745,合富-KY,"半導體設備, 生技醫療",醫療儀器設備,"IVD檢驗儀器設備, 手術與治療用醫材, 放射治療設備, 檢驗試劑／紙, 醫療器材通路, 醫藥流通, 體外診斷用醫材","109, 134"
4746,台耀,生技醫療,原料藥,"原料藥, 醫藥產業",134
4747,強生,生技醫療,,"學名藥, 西藥製劑, 醫藥產業",134
4749,新應材,半導體設備,,"光阻劑, 半導體化學品",109
4754,國碳科,化學,,"傳產其他, 化學工業, 塗料, 耐火材料",69
4755,三福化,"化學, 半導體設備",,"其他化工產品, 化學工業, 半導體化學品, 研磨液／墊","69, 109"
4760,勤凱,"傳產其他, 被動元件",,"太陽能, 太陽能導電漿, 被動元件, 被動元件上游","246, 49"
4763,材料*-KY,化學,美容,"化學纖維, 半合成纖維",69
4764,雙鍵,化學,,"其他化工產品, 化學工業, 合成樹脂",69
4766,南寶,化學,,"其他化工產品, 化學工業, 合成樹脂, 塗料, 熱熔膠",69
4767,誠泰科技,化學,,"化學工業, 熱熔膠",69
4768,晶呈科技,化學,,"化學工業, 工業氣體",69
4770,上品,化學,,"傳產其他, 化學工業, 合成樹脂, 金屬加工／製品",69
4771,望隼,傳產其他,,"輔助與彌補用醫材, 隱形眼鏡",246
4772,台特化,化學,,"化學工業, 工業氣體",69
4804,大略-KY,觀光,,"旅宿／餐飲, 飯店",54
4806,桂田文創,傳產其他,文創娛樂,"傳播事業, 影音娛樂, 演出經紀",246
4807,日成-KY,傳產其他,,"時尚產業, 珠寶",246
4903,聯光通,光通訊,,"光纖光纜, 光通訊",46
4904,遠傳,電信服務,電信服務,"低軌道衛星, 網通設備, 行動通訊, 通訊服務, 電信／數據服務",3
4905,台聯電,網通,通訊設備,"其他化工產品, 其他醫療器材, 化學工業, 接取設備, 網通設備, 醫療耗材",92
4906,正文,網通,"WiFi 6, 網通","無線網路設備系統(WLAN), 網通設備",92
4907,富宇,營建,,"園林造景, 地產, 營建, 營造工程",122
4908,前鼎,網通,通訊設備,"光纖主動元件, 光通訊",92
4909,新復興,網通,衛星/低軌衛星,"印刷電路板, 印刷電路板相關",92
4911,德英,食品,,"新藥研發, 植物新藥, 生物科技, 醫藥產業, 食品生技",61
4912,聯德控股-KY,電子通路,,"模具沖壓, 車用沖壓件, 車用金屬成型, 電子零件元件",256
4915,致伸,蘋果供應鏈,"Airpods, 智慧音箱","車用電子, 週邊產品, 電競週邊, 電聲產品",29
4916,事欣科,網通,"無人機, 軍工/國防","博奕機台, 工業電腦, 航天機械零組件, 航天軍工",92
4919,新唐,"IC代工, IC設計",指紋辨識,"CMOS晶片, IC生產, IC製造, IC設計, IO控制IC, MCU, PC週邊IC, 影音IC, 晶圓代工, 消費性IC, 類比IC","31, 108"
4923,力士,傳產其他,,"分離式元件, 電晶體",246
4924,欣厚-KY,"塑膠, 生技醫療, 電子通路",,"塑膠射出, 環保生技, 生物科技, 電子零件元件","62, 134, 256"
4927,泰鼎-KY,PCB,,"印刷電路板, 印刷電路板相關",64
4930,燦星網,傳產其他,,"家電, 小家電",246
4931,新盛力,電源供應器,"BBU, GB200, 其他","工業用電池, 車用鋰電池, 電池",35
4933,友輝,"光通訊, 面板",,"光學膜, 面板零組件","46, 91"
4934,太極,傳產其他,太陽能,"太陽能, 太陽能電池, 太陽能電池模組",246
4935,茂林-KY,電子通路,,"模具沖壓, 電子零件元件, 面板零組件",256
4938,和碩,"網通, 電子通路","AR擴增實境, EMS","AI伺服器, 主機板, 伺服器, 平板電腦, 手機, 手機製造, 桌上型電腦, 消費性電子產品, 穿戴式裝置, 筆記型電腦製造, 網通設備, 視訊轉換相關, 車用電子, 遊戲機, 遊戲產業, 電子製造服務, 電腦系統業","92, 256"
4939,亞電,PCB,,"印刷電路板相關, 軟板基板",64
4942,嘉彰,電子通路,,"模具沖壓, 電子零件元件",256
4943,康控-KY,傳產其他,聲學元件,"控股公司, 汽機車零組件, 電聲產品",246
4946,辣椒,傳產其他,"宅經濟, 線上遊戲","PC遊戲, 手機遊戲, 遊戲產業",246
4949,有成精密,"傳產其他, 半導體設備",,"半導體製程設備, 太陽能, 太陽能電池模組, 設備儀器商","246, 109"
4950,金耘國際,鋼鐵,,"不鏽鋼, 合金鋼, 特殊鋼",41
4951,精拓科,IC設計,,"IC設計, IO控制IC, PC週邊IC, 嵌入式晶片, 消費性IC, 類比IC",108
4952,凌通,"IC設計, 電子通路",快速充電,"IC設計, LCD控制IC, MCU, 影音IC, 消費性IC, 無線充電, 車用電子, 電子零件元件","108, 256"
4953,緯軟,伺服器,資安,"INTERNET技術與基礎設施, 軟體業, 雲端科技",32
4956,光鋐,面板,Mini LED,"LED, LED晶粒, LED磊晶",91
4958,臻鼎-KY,PCB,IC載板,"ABF載板, BGA基板, 印刷電路板, 印刷電路板相關, 封測服務與材料, 軟板",64
4960,誠美材,面板,顯示器,"偏光板, 面板零組件",91
4961,天鈺,IC設計,,"IC設計, LCD驅動IC, 手機零組件, 手機面板驅動IC, 類比IC",108
4966,譜瑞-KY,AI,AI PC,"DISPLAYPORT, IC設計, LCD控制IC, LCD驅動IC, USB, 傳輸介面, 觸控IC, 高速傳輸介面IC",40
4967,十銓,記憶體,"DRAM銷售, 記憶體","DRAM模組, FLASH模組, 記憶體模組, 電子零件元件",27
4968,立積,網通,"WiFi 6, 任天堂Switch","功率放大器, 射頻前端晶片, 射頻前端模組, 射頻開關",92
4971,IET-KY,"IC代工, 光通訊","晶圓材料, 軍工/國防","IC製造, 光通訊元件磊晶, 砷化鎵相關","31, 46"
4972,湯石照明,面板,照明,"LED, LED照明產品, 家電, 照明",91
4973,廣穎,電子通路,,"DRAM模組, FLASH模組, 記憶體模組, 電子零件元件",256
4974,亞泰,傳產其他,掃描器,"影像感測元件, 數位相機",246
4976,佳凌,網通,無人機,"光學元件, 光學鏡片／頭, 數位相機, 數位相機組裝",92
4977,眾達-KY,光通訊,,"光纖主動元件, 光通訊",46
4979,華星光,光通訊,光通訊,"光纖主動元件, 光通訊",46
4987,科誠,傳產其他,,"印表機, 週邊產品",246
4989,榮科,PCB,銅箔,"印刷電路板相關, 銅箔",64
4991,環宇-KY,IC代工,,"IC製造, 化合物晶圓, 砷化鎵相關",31
4994,傳奇,傳產其他,Fun暑假,"PC遊戲, 手機遊戲, 遊戲產業",246
4995,晶達,面板,LCD-TFT面板,"LCD顯示器, LCM, 面板業, 顯示器",91
4999,鑫禾,電子通路,,"樞紐, 電子零件元件",256
5007,三星,鋼鐵,,"線材盤元, 螺絲螺帽",41
5009,榮剛,鋼鐵,,"不鏽鋼, 合金鋼, 工具鋼, 特殊鋼",41
5011,久陽,鋼鐵,,"線材盤元, 螺絲螺帽",41
5013,強新,鋼鐵,,"不鏽鋼, 不鏽鋼管, 不鏽鋼線材, 線材盤元",41
5014,建錩,鋼鐵,,"不鏽鋼, 不鏽鋼剪裁加工",41
5015,華祺,鋼鐵,,"不鏽鋼, 不鏽鋼緊固件, 不鏽鋼線材",41
5016,松和,傳產其他,,"條鋼, 棒鋼, 線材盤元",246
5201,凱衛,傳產其他,系統整合,"系統整合, 軟體業",246
5202,力新,生技醫療,其他,"套裝軟體, 軟體業, 醫療器材通路, 醫藥流通",134
5203,訊連,伺服器,AR擴增實境,"INTERNET技術與基礎設施, 人臉辨識, 套裝軟體, 應用軟體, 生物辨識相關, 軟體業, 雲端科技",32
5205,中茂,傳產其他,,"傳產其他, 回收焚化／掩埋清運, 水資源, 污水處理",246
5206,坤悅,營建,,"地產, 營建",122
5209,新鼎,伺服器,系統整合,"INTERNET技術與基礎設施, 系統整合, 軟體業, 雲端科技",32
5210,寶碩,傳產其他,,"系統整合, 軟體業",246
5211,蒙恬,傳產其他,其他,"手寫板, 掃瞄器, 虛擬實境, 軟體業, 週邊產品",246
5212,凌網,電子通路,,"消費性電子產品, 系統整合, 軟體業, 電子書閱讀器",256
5213,亞昕,營建,,"地產, 營建",122
5215,科嘉-KY,傳產其他,NB與手機零組件,"週邊產品, 鍵盤",246
5220,萬達光電,面板,,"觸控面板, 面板業",91
5222,全訊,IC代工,,"IC製造, 功率放大器, 射頻前端晶片, 砷化鎵相關",31
5223,安力-KY,電子通路,NB與手機零組件,"模具沖壓, 電子零件元件",256
5225,東科-KY,電子通路,,"電子零件元件, 音響設備及零件",256
5227,立凱-KY,傳產其他,二次電池,"正極材料, 電池材料相關",246
5228,鈺鎧,被動元件,,"被動元件, 電感",49
5230,雷笛克光學,"電子通路, 面板",,"LED, LED照明產品, 模具沖壓, 電子零件元件","256, 91"
5234,達興材料,半導體設備,折疊機,"光阻劑, 半導體化學品",109
5236,凌陽創新,IC設計,,"IC設計, MCU, PC週邊IC, 影音IC",108
5243,乙盛-KY,電子通路,,"模具沖壓, 車用沖壓件, 車用金屬成型, 電子零件元件",256
5244,弘凱,面板,,"LED, LED封裝",91
5245,智晶,面板,"AR擴增實境, LCD-TFT面板, Micro LED","OLED, 面板業",91
5251,天鉞電,科技其他,,"安全監控, 家居用品, 工業電腦, 鎖",36
5258,虹堡,機械,商業自動化,"POS機系統, 工業電腦",93
5263,智崴,傳產其他,其他,"商用遊戲機, 遊戲產業",246
5269,祥碩,IC設計,,"IC設計, USB, 傳輸介面, 高速傳輸介面IC",108
5272,笙科,蘋果供應鏈,Airpods,"IC設計, 無線網路IC",29
5274,信驊,IC設計,,"IC設計, 其他IC, 影音IC",108
5276,達輝-KY,傳產其他,,"傳產其他, 嬰童用品, 機車零組件, 汽機車零組件, 車燈",246
5278,尚凡*,傳產其他,其他,"INTERNET應用與服務, 社群網站與媒體",246
5283,禾聯碩,面板,,"LCD顯示器, 冷氣機, 家電, 顯示器",91
5284,jpp-KY,電子通路,,"模具沖壓, 電子零件元件",256
5285,界霖,封測,IC-導線架,"封測服務與材料, 導線架",26
5287,數字,傳產其他,,"INTERNET應用與服務, 電商平台",246
5288,豐祥-KY,電動車,,"木床／車架, 機車零組件, 汽機車零組件, 車用沖壓件, 車用金屬成型",54
5289,宜鼎,記憶體,DRAM銷售,"DRAM模組, FLASH模組, 硬碟相關, 記憶體模組, 週邊產品, 電子零件元件",27
5291,邑昇,"PCB, 機械",,"印刷電路板, 印刷電路板相關, 產業機械, 自行車零件","64, 93"
5292,華懋,機械,,"污染控制設備, 營造工程, 環保工程, 產業機械",93
5299,杰力,IC代工,IC-代工,"IC設計, 分離式元件, 電晶體, 類比IC",31
5301,寶得利,觀光,,"旅宿／餐飲, 時尚產業, 珠寶, 餐飲",54
5302,太欣,IC設計,,"DSP, IC設計, MCU, 影音IC, 消費性IC",108
5306,桂盟,運動休閒,自行車,"引擎相關, 汽機車零組件, 產業機械, 自行車零件",37
5309,系統電,"塑膠, 電源供應器","BBU, GB200, 變壓器與UPS","UPS, 工業用電池, 胎壓監測系統, 車用鋰電池, 車用電子, 電子零件元件, 電池, 電源供應器","62, 35"
5310,天剛,化學,,"其他化工產品, 化學工業, 手機遊戲, 系統整合, 軟體業, 遊戲產業",69
5312,寶島科,傳產其他,視力保健,"傳產其他, 眼鏡業",246
5314,世紀*,食品,,"INTERNET應用與服務, 保健食品, 營造工程, 航天軍工, 航空器、飛機, 設計裝潢, 電商平台, 食品加工",61
5315,光聯,面板,LCD-STN面板,"LCM, 面板業",91
5321,美而快,紡織,,"INTERNET應用與服務, 成衣, 成衣銷售／零售, 電商平台",59
5324,士開,"營建, 觀光",,"地產, 旅宿／餐飲, 營建, 飯店","122, 54"
5328,華容,電源供應器,電源供應器,"塑膠薄膜電容, 被動元件",35
5340,建榮,PCB,"PCB-材料設備, 銅箔基板","印刷電路板相關, 玻纖布",64
5344,立衛,封測,IC-封測,"IC封裝測試, IC測試",26
5345,馥鴻,半導體設備,其他,"工業用電池, 電力設備, 電氣開關設備, 電池",109
5347,世界,IC代工,"IC-代工, 次世代半導體","IC生產, IC製造, 晶圓代工",31
5348,正能量智能,網通,,"智慧手錶, 穿戴式裝置, 網通設備, 衛星導航",92
5351,鈺創,"百貨零售, 記憶體","AR擴增實境, VR虛擬實境, 記憶體IC設計, 零售","DRAM記憶體IC, IC設計, SRAM記憶體IC, 高速傳輸介面IC","30, 27"
5353,台林,"半導體設備, 網通, 電子通路",,"半導體製程設備, 工業電腦, 網通設備, 設備儀器商, 車用電子","109, 92, 256"
5355,佳總,PCB,,"印刷電路板, 印刷電路板相關",64
5356,協益,電子通路,電腦周邊,"其他電子零件, 週邊產品, 電子零件元件",256
5364,力麗店,"傳產其他, 觀光",,"太陽能, 太陽能電池, 旅宿／餐飲, 消費用電池, 電池, 飯店","246, 54"
5371,中光電,面板,"LCD-零組件, 顯示器","投影機, 背光模組, 面板零組件, 顯示器",91
5381,合正,PCB,"PCB-材料設備, PCB材料, 銅箔基板","PCB材料, 印刷電路板相關, 變電設備, 電力設備",64
5386,青雲,電子通路,主機板,"電子通路, 電腦通路商",256
5388,中磊,網通,"WiFi 6, 網通","區域網路, 接取設備, 無線網路設備系統(WLAN), 網通設備",92
5392,能率,"塑膠, 電子通路",,"其他電子零件, 塑膠射出, 控股公司, 機械零組件, 汽機車零組件, 電子零件元件","62, 256"
5398,慕康生醫,"生技醫療, 食品",,"生物科技, 醫療器材通路, 醫療服務, 醫療管理服務, 醫藥流通, 食品生技","134, 61"
5403,中菲,傳產其他,,"系統整合, 軟體業",246
5410,國眾,電子通路,資訊通路,"企業資源規劃, 傳產其他, 系統整合, 軟體業, 金融機具",256
5425,台半,傳產其他,"寧德時代, 掃描器","二極體, 分離式元件, 印表機, 週邊產品",246
5426,振發,"連接器, 電子通路",機殼,"機殼, 連接器, 電子零件元件","41, 256"
5432,新門,"傳產其他, 面板",,"LCM, PV INVERTER, 太陽能, 面板業","246, 91"
5434,崇越,面板,"Mini LED, 半導體元件","半導體材料通路商, 營造工程, 環保工程, 電子通路",91
5438,東友,電子通路,電腦周邊,"3D印表機, 事務機器, 掃瞄器, 週邊產品, 電子其他",256
5439,高技,PCB,,"印刷電路板, 印刷電路板相關",64
5443,均豪,"IC設計, 半導體設備",,"IC檢測設備, 半導體製程設備, 封測用設備, 設備儀器商, 面板設備","108, 109"
5450,南良,紡織,,紡織中游,59
5452,佶優,"半導體設備, 電子通路",,"ABS, 半導體化學品, 塑化原料, 電子元件代理商, 電子通路","109, 256"
5455,昇益,營建,,"地產, 營建",122
5457,宣德,"連接器, 電子通路",,"連接器, 連接線材, 電子製造服務, 電子零件元件, 電腦系統業","41, 256"
5460,同協,電子通路,,"模具沖壓, 電子零件元件",256
5464,霖宏,PCB,,"印刷電路板, 印刷電路板相關",64
5465,富驊,"電子通路, 電源供應器",機殼,"機殼, 電子零件元件, 電源供應器","256, 35"
5468,凱鈺,IC設計,,"IC設計, LED驅動IC, 光通訊IC, 網路通訊IC, 電池保護IC",108
5469,瀚宇博,"PCB, 電子通路",,"印刷電路板, 印刷電路板相關, 電子製造服務, 電腦系統業","64, 256"
5471,松翰,IC設計,,"DSP, IC設計, MCU, 影音IC, 消費性IC",108
5474,聰泰,電子通路,PC介面卡,"消費性電子產品, 視訊轉換相關",256
5475,德宏,PCB,"PCB-材料設備, 銅箔基板","印刷電路板相關, 玻纖布",64
