Code,Name,MainGroup,SubTags,Industry,GroupSize
2450,神腦,電子通路,資訊通路,"3C通路商, 手機零售通路商, 電子通路",256
2451,創見,記憶體,"DRAM銷售, 記憶體","DRAM模組, FLASH模組, 記憶體模組, 電子零件元件",27
2453,凌群,伺服器,"系統整合, 行動支付, 資安","INTERNET技術與基礎設施, 系統整合, 軟體業, 雲端科技",32
2454,聯發科,"AI, IC設計, 塑膠, 網通, 蘋果供應鏈","AI PC, AI人工智慧, ASIC, Airpods, Apple Pay, A股入摩, Chromebook, FANG, IC-設計, NFC, PS5, TPU, WiFi 6, 小米, 快速充電, 智慧音箱, 行動支付","CPU, DSL晶片組, IC設計, LCD控制IC, 光碟機驅動IC, 影音IC, 手機晶片相關, 手機零組件, 數位電視IC, 數據機晶片組, 消費性IC, 無線網路IC, 網路通訊IC, 衛星導航晶片組","40, 108, 62, 92, 29"
2455,全新,光通訊,"3D感測, 光通訊, 半導體元件, 折疊機","IC製造, 光通訊元件磊晶, 砷化鎵相關",46
2457,飛宏,電源供應器,電源供應器,"電子零件元件, 電源供應器",35
2458,義隆,"AI, IC設計, 網通","AI PC, Chromebook, IC-設計, VR虛擬實境, 人臉辨識, 元宇宙, 居家辦公(WFH), 指紋辨識, 行動支付","IC設計, MCU, PC週邊IC, 消費性IC, 生物辨識IC, 觸控IC","40, 108, 92"
2459,敦吉,被動元件,"其他, 變壓器","檢測驗證服務, 設備儀器商, 電子元件代理商, 電子通路",49
2460,建通,連接器,"連接元件, 連接器","其他電子零件, 電子零件元件",41
2461,光群雷,電子通路,"IOT物聯網, RFID, 其他","光學膜, 電子其他, 面板零組件",256
2462,良得電,連接器,連接元件,"連接線材, 電子零件元件",41
2464,盟立,"半導體設備, 建材, 機械","儀器設備工程, 智慧型機器人/機械手臂, 玻璃基板 E-Core Sys.","半導體製程設備, 機器人, 產業機械, 自動化設備, 設備儀器商, 軟體業, 軟體通路／代理, 面板設備","109, 18, 93"
2465,麗臺,科技其他,比特幣挖礦,"繪圖卡, 電腦系統業",36
2466,冠西電,面板,LED及光元件,"LED, LED照明產品, 光纖被動元件, 光通訊",91
2467,志聖,"PCB, 記憶體","3DIC聯盟, HBM, PCB-材料設備","PCB相關設備, 半導體製程設備, 設備儀器商, 面板設備","64, 27"
2468,華經,傳產其他,"系統整合, 資安","系統整合, 軟體業",246
2471,資通,傳產其他,"系統整合, 資安","企業資源規劃, 客戶關係管理, 應用軟體, 系統整合, 軟體業",246
2472,立隆電,被動元件,"被動元件, 鋁質電容, 電容","被動元件, 被動元件上游, 鋁質電解電容",49
2474,可成,電子通路,,"鎂鋁合金, 電子零件元件",256
2476,鉅祥,連接器,連接元件,"模具沖壓, 電子零件元件",41
2477,美隆電,電子通路,消費電子,"電子零件元件, 音響設備及零件",256
2478,大毅,被動元件,"保護元件, 小米, 被動元件","晶片電阻, 被動元件",49
2480,敦陽科,伺服器,"系統整合, 資安","INTERNET技術與基礎設施, 系統整合, 資訊安全, 軟體業, 雲端科技",32
2481,強茂,記憶體,"IC-製造, 功率半導體","二極體, 分離式元件, 電晶體",27
2482,連宇,"塑膠, 機械, 蘋果供應鏈","Apple Pay, NFC, 商業自動化","IC讀卡機, 週邊產品","62, 93, 29"
2483,百容,連接器,"IC-導線架, 連接器","其他電子零件, 封測服務與材料, 導線架, 程式開關, 連接器, 電力設備, 電子零件元件, 電機, 電氣零件與設備",41
2484,希華,被動元件,"濾波器, 石英元件, 被動元件","振盪器, 濾波器, 石英元件, 被動元件",49
2485,兆赫,網通,通訊設備,"低雜訊降頻器, 消費性電子產品, 網通設備, 視訊轉換相關",92
2486,一詮,面板,IC-導線架,"LED, LED散熱基板, 封測服務與材料, 導線架, 背光模組, 面板零組件",91
2488,漢平,電子通路,消費電子,"電子零件元件, 音響設備及零件",256
2489,瑞軒,面板,顯示器,"LCD顯示器, 家電, 液晶電視, 顯示器",91
2491,吉祥全,面板,照明,"LED, LED照明產品",91
2492,華新科,被動元件,"小米, 被動元件, 電容","MLCC, 晶片電阻, 被動元件, 電容",49
2493,揚博,PCB,PCB-材料設備,"PCB相關設備, 半導體材料通路商, 設備儀器商, 電子通路, 面板設備",64
2495,普安,傳產其他,磁碟陣列,"磁碟陣列控制器, 週邊產品",246
2496,卓越,伺服器,"文創娛樂, 遠距教學","教育事業, 服務業",32
2497,怡利電,電子通路,自動駕駛,"抬頭顯示器(HUD), 胎壓監測系統, 行車紀錄器, 車用電子, 車載影音系統",256
2498,宏達電,電子通路,"VR虛擬實境, 人臉辨識, 手機製造, 資訊月","手機, 手機製造, 智慧型手機, 消費性電子產品, 穿戴式裝置, 虛擬實境, 軟體業",256
2501,國建,營建,營建,"地產, 營建",122
2504,國產,營建,營建,"水泥, 資產股, 預拌混凝土",122
2505,國揚,營建,營建,"地產, 營建",122
2506,太設,營建,營建,"地產, 營建, 物業投資發展",122
2509,全坤建,營建,營建,"地產, 營建",122
2511,太子,營建,營建,"地產, 旅宿／餐飲, 營建, 飯店",122
2514,龍邦,營建,營建,"住宅建設, 地產, 營建, 營造工程",122
2515,中工,營建,營建,"住宅建設, 基礎建設, 營造工程, 配電工程, 電力設備",122
2516,新建,營建,,"住宅建設, 基礎建設, 營造工程",122
2520,冠德,營建,,"住宅建設, 地產, 營建, 營造工程",122
2524,京城,營建,,"地產, 營建",122
2527,宏璟,營建,,"地產, 營建",122
2528,皇普,營建,,"地產, 營建",122
2530,華建,營建,,"地產, 營建",122
2534,宏盛,營建,,"地產, 營建, 物業投資發展",122
2535,達欣工,營建,,"住宅建設, 基礎建設, 營造工程",122
2536,宏普,營建,,"地產, 營建",122
2537,聯上發,營建,,"地產, 營建",122
2538,基泰,營建,,"地產, 營建",122
2539,櫻花建,營建,,"地產, 營建",122
2540,愛山林,營建,,"住宅建設, 地產, 房屋代銷, 營造工程",122
2542,興富發,營建,,"地產, 營建",122
2543,皇昌,營建,,"基礎建設, 營造工程",122
2545,皇翔,營建,,"地產, 營建",122
2546,根基,營建,,"住宅建設, 基礎建設, 營造工程",122
2547,日勝生,"營建, 百貨零售",,"地產, 流通業, 營建, 物業投資發展, 百貨業","122, 30"
2548,華固,營建,,"地產, 營建",122
2596,綠意,營建,,"地產, 營建",122
2597,潤弘,營建,,"住宅建設, 基礎建設, 建材, 營造工程",122
2601,益航,"百貨零售, 航運",,"散裝航運, 流通業, 百貨業, 運輸事業","30, 31"
2603,長榮,航運,航運,"貨櫃航運, 運輸事業",31
2605,新興,航運,航運,"散裝航運, 油輪, 運輸事業",31
2606,裕民,航運,航運,"散裝航運, 油輪, 運輸事業",31
2607,榮運,航運,"物流, 航運","倉儲服務, 其他公用事業, 加油站, 客運, 物流業, 貨櫃場服務, 資產股, 運輸事業, 陸運",31
2608,嘉里大榮,航運,"物流, 航運, 電商","倉儲服務, 物流業, 運輸事業, 陸運",31
2609,陽明,航運,航運,"貨櫃航運, 運輸事業",31
2610,華航,"航運, 觀光","Fun暑假, 旅遊, 航運","空運, 運輸事業","31, 54"
2611,志信,航運,航運,"地產, 旅宿／餐飲, 流通業, 營建, 貿易, 運輸事業, 陸運, 飯店",31
2612,中航,航運,,"散裝航運, 物流業, 貨櫃場服務, 運輸事業, 陸運",31
2613,中櫃,航運,,"貨櫃場服務, 運輸事業",31
2614,東森,航運,,"傳播事業, 傳產其他, 寵物用品, 有線電視, 貨櫃場服務, 運輸事業",31
2615,萬海,航運,,"貨櫃航運, 運輸事業",31
2616,山隆,傳產其他,,"其他公用事業, 加油站, 運輸事業, 陸運",246
2617,台航,航運,,"散裝航運, 水上運輸, 運輸事業",31
2618,長榮航,觀光,"Fun暑假, 旅遊","空運, 運輸事業",54
2630,亞航,網通,無人機,"運輸事業, 飛機維修",92
2633,台灣高鐵,傳產其他,,"運輸事業, 鐵路運輸",246
2634,漢翔,機械,"航空/航太, 軍工/國防","機械零組件, 航天機械零組件, 航天軍工, 飛機零件／製造",93
2636,台驊控股,航運,物流,"海空運承攬業, 物流業, 運輸事業",31
2637,慧洋-KY,航運,,"散裝航運, 運輸事業",31
2640,大車隊,電動車,,"客運, 汽車服務相關, 運輸事業",54
2641,正德,航運,,"散裝航運, 運輸事業",31
2642,宅配通,航運,物流,"物流業, 運輸事業, 陸運",31
2643,捷迅,航運,物流,"海空運承攬業, 運輸事業, 陸運",31
2645,長榮航太,網通,無人機,"航天機械零組件, 航天軍工, 運輸事業, 飛機維修",92
2646,星宇航空,航運,,"空運, 運輸事業",31
2701,萬企,觀光,觀光,"休閒娛樂, 地產, 物業投資發展, 電影院／劇院",54
2702,華園,觀光,"旅遊, 觀光","旅宿／餐飲, 飯店",54
2704,國賓,觀光,"旅遊, 觀光","旅宿／餐飲, 飯店, 餐飲",54
2705,六福,觀光,"Fun暑假, 旅遊, 觀光","主題樂園, 休閒娛樂, 旅宿／餐飲, 資產股, 飯店",54
2706,第一店,觀光,觀光,"地產, 旅宿／餐飲, 物業投資發展, 飯店",54
2707,晶華,觀光,"旅遊, 觀光","旅宿／餐飲, 飯店",54
2712,遠雄來,觀光,,"旅宿／餐飲, 飯店",54
2718,全心投控,營建,,"地產, 控股公司, 營建",122
2719,燦星旅,觀光,旅遊,"休閒娛樂, 旅行社",54
2722,夏都,觀光,旅遊,"旅宿／餐飲, 飯店",54
2723,美食-KY,"觀光, 食品",,"休閒食品零售, 旅宿／餐飲, 穀類烘焙製品, 食品加工, 餐飲","54, 61"
2724,藝舍-KY,營建,,"地產, 房屋代銷",122
2726,雅茗-KY,觀光,,"旅宿／餐飲, 連鎖飲料, 餐飲",54
2727,王品,觀光,,"旅宿／餐飲, 餐飲",54
2729,瓦城,觀光,,"旅宿／餐飲, 餐飲",54
2731,雄獅,運動休閒,,"休閒娛樂, 旅行社",37
2732,六角,觀光,,"旅宿／餐飲, 連鎖飲料, 餐飲",54
2734,易飛網,運動休閒,,"INTERNET應用與服務, 休閒娛樂, 旅行社, 電商平台",37
2736,富野,觀光,,"旅宿／餐飲, 飯店",54
2739,寒舍,觀光,,"旅宿／餐飲, 飯店",54
2740,天蔥,觀光,,"旅宿／餐飲, 餐飲",54
2743,山富,運動休閒,,"休閒娛樂, 旅行社",37
2745,五福,運動休閒,,"休閒娛樂, 旅行社",37
2748,雲品,"伺服器, 觀光",,"婚宴顧問, 旅宿／餐飲, 服務業, 飯店","32, 54"
2751,王座,觀光,,"旅宿／餐飲, 餐飲",54
2752,豆府,觀光,,"旅宿／餐飲, 餐飲",54
2753,八方雲集,觀光,,"旅宿／餐飲, 餐飲",54
2754,亞洲藏壽司,觀光,,"旅宿／餐飲, 餐飲",54
2755,揚秦,觀光,,"旅宿／餐飲, 餐飲",54
2756,聯發國際,觀光,,"旅宿／餐飲, 連鎖飲料, 餐飲",54
2762,世界健身-KY,運動休閒,運動休閒,"休閒娛樂, 連鎖健身房",37
2801,彰銀,金融,"福建自貿區, 銀行","金融業, 銀行",50
2812,台中銀,金融,銀行,"金融業, 銀行",50
2816,旺旺保,金融,保險,"產險, 金融業",50
2820,華票,金融,,"票券, 金融其他, 金融業",50
2832,台產,金融,保險,"產險, 金融業",50
2834,臺企銀,金融,銀行,"金融業, 銀行",50
2836,高雄銀,金融,銀行,"金融業, 銀行",50
2838,聯邦銀,金融,銀行,"金融業, 銀行",50
2845,遠東銀,金融,銀行,"金融業, 銀行",50
2849,安泰銀,金融,銀行,"金融業, 銀行",50
2850,新產,金融,保險,"產險, 金融業",50
2851,中再保,金融,保險,"再保險, 壽險, 產險, 金融業",50
2852,第一保,金融,保險,"再保險, 產險, 金融業",50
2855,統一證,金融,證券,"證券, 金融業",50
2867,三商壽,金融,保險,"壽險, 金融業",50
2880,華南金,金融,"福建自貿區, 金控","投信, 產險, 證券, 資產管理, 金控, 金融其他, 金融業, 銀行",50
2881,富邦金,金融,"A股入摩, 福建自貿區, 金控","壽險, 投信, 投資信託, 產險, 證券, 資產管理, 金控, 金融其他, 金融業, 銀行",50
2882,國泰金,金融,"A股入摩, 金控","壽險, 投信, 投資信託, 產險, 證券, 資產管理, 金控, 金融其他, 金融業, 銀行",50
2883,凱基金,金融,"A股入摩, 金控","證券, 金控, 金融業, 銀行",50
2884,玉山金,金融,金控,"保險經紀, 證券, 金控, 金融其他, 金融業, 銀行",50
2885,元大金,金融,金控,"投信, 投資信託, 證券, 證金公司, 資產管理, 金控, 金融其他, 金融業, 銀行",50
2886,兆豐金,金融,金控,"投信, 產險, 票券, 證券, 資產管理, 金控, 金融其他, 金融業, 銀行",50
2887,台新新光金,金融,金控,"保險經紀, 壽險, 投信, 證券, 資產管理, 金控, 金融其他, 金融業, 銀行",50
2889,國票金,金融,,"票券, 證券, 金控, 金融其他, 金融業",50
2890,永豐金,金融,福建自貿區,"投信, 租賃, 證券, 資產管理, 金控, 金融其他, 金融業, 銀行",50
2891,中信金,"伺服器, 金融",,"保全業, 保險經紀, 壽險, 投信, 投資信託, 服務業, 證券, 資產管理, 金控, 金融業, 銀行","32, 50"
2892,第一金,金融,,"壽險, 投信, 證券, 資產管理, 金控, 金融其他, 金融業, 銀行",50
2897,王道銀行,金融,銀行,"金融業, 銀行",50
2901,欣欣,百貨零售,百貨,"地產, 流通業, 物業投資發展, 百貨業, 資產股",30
2903,遠百,百貨零售,百貨,"流通業, 百貨業, 量販店、大賣場",30
2904,匯僑,傳產其他,,"太陽能發電, 油品儲運／分銷, 石油及天然氣, 電力",246
2905,三商,百貨零售,百貨,控股公司,30
2906,高林,百貨零售,百貨,"家居相關用品通路, 成衣, 成衣銷售／零售, 流通業, 貿易, 醫療器材通路, 醫藥流通",30
2908,特力,百貨零售,"Home Depot, 百貨","家居相關用品通路, 流通業, 貿易, 量販店、大賣場",30
2910,統領,百貨零售,百貨,"地產, 流通業, 營建, 百貨業",30
2911,麗嬰房,百貨零售,"二胎化, 百貨","傳產其他, 嬰童用品, 玩具",30
2912,統一超,百貨零售,"Fun暑假, 百貨, 零售","便利商店, 流通業",30
2913,農林,"百貨零售, 食品",,"流通業, 茶葉相關, 貿易, 資產股, 農林漁牧, 農產品種植, 食品加工","30, 61"
2915,潤泰全,"百貨零售, 紡織",,"成衣, 成衣銷售／零售, 控股公司, 流通業, 織布業, 貿易","30, 59"
2916,滿心,紡織,,"成衣, 成衣銷售／零售",59
2923,鼎固-KY,營建,,"地產, 營建, 物業投資發展",122
2924,宏太-KY,傳產其他,二胎化,"傳產其他, 嬰童用品, 玩具",246
2926,誠品生活,"百貨零售, 觀光","文創, 文創娛樂","文化創意產業, 旅宿／餐飲, 書店, 流通業, 百貨業, 餐飲","30, 54"
2929,淘帝-KY,傳產其他,,"傳產其他, 嬰童用品",246
2937,集雅社,傳產其他,,"家電, 電器銷售",246
2939,永邑-KY,百貨零售,,"家居相關用品通路, 流通業, 貿易",30
2941,米斯特,紡織,,"INTERNET應用與服務, 成衣, 成衣銷售／零售, 電商平台",59
2945,三商家購,傳產其他,,"流通業, 連鎖超市",246
2947,振宇五金,"百貨零售, 電子通路",,"家居相關用品通路, 流通業, 量販店、大賣場","30, 256"
2948,寶陞,電子通路,,"家居相關用品通路, 流通業",256
2949,欣新網,傳產其他,,"INTERNET技術與基礎設施, 傳播事業, 廣告, 電商服務",246
3002,歐格,"被動元件, 電源供應器","電源供應器, 電阻","商用遊戲機, 被動元件, 遊戲產業, 電子零件元件, 電源供應器","49, 35"
3003,健和興,"連接器, 電源供應器","BBU, 連接元件, 連接器","其他電子零件, 汽機車零組件, 汽車端子, 連接器, 電子零件元件","41, 35"
3004,豐達科,鋼鐵,,"線材盤元, 航天軍工, 螺絲螺帽",41
3005,神基,電子通路,"筆記型電腦, 軍工/國防","工業電腦, 強固電腦, 機殼, 汽機車零組件, 電子零件元件, 電腦系統業",256
3006,晶豪科,記憶體,記憶體IC設計,"DRAM記憶體IC, FLASH記憶體IC, IC設計, 類比IC",27
3008,大立光,光通訊,"3D感測, DANCE, 光學鏡片","光學元件, 光學鏡片／頭",46
3010,華立,電子通路,IC-通路,"半導體材料通路商, 電子元件代理商, 電子通路",256
3011,今皓,連接器,"Fun暑假, 連接元件","連接線材, 電子零件元件",41
3013,晟銘電,電子通路,機殼,"伺服器機殼, 電子零件元件",256
3014,聯陽,記憶體,記憶體IC設計,"IC設計, IO控制IC, PC週邊IC, 安全監控IC, 影音IC, 數位電視IC, 消費性IC, 觸控IC, 高速傳輸介面IC",27
3015,全漢,電源供應器,"比特幣挖礦, 電源供應器","電子零件元件, 電源供應器",35
3016,嘉晶,IC代工,"晶圓材料, 矽晶圓","IC製造, 矽晶圓, 磊晶",31
3017,奇鋐,散熱,"NB與手機零組件, 散熱模組","伺服器機殼, 伺服器用散熱模組, 其他散熱零件, 散熱模組, 散熱風扇馬達, 機殼, 筆記型電腦用散熱模組, 電子零件元件",16
3018,隆銘綠能,"營建, 電子通路",,"地產, 廠務工程, 營建, 電子其他","122, 256"
3019,亞光,"光通訊, 百貨零售","3D感測, 光學鏡片, 零售","傳產其他, 光學, 光學元件, 光學鏡片／頭, 影像感測元件, 數位相機, 數位相機組裝","46, 30"
3021,鴻名,電子通路,,"系統整合, 軟體業, 連接線材, 電子零件元件",256
3022,威強電,科技其他,工業電腦,工業電腦,36
3023,信邦,連接器,"太陽能, 連接器","連接器, 連接線材, 電子零件元件",41
3024,憶聲,電子通路,,"園區開發, 地產, 家電, 資產股, 車用電子, 車載影音系統, 電器銷售",256
3025,星通,網通,通訊設備,"光纖設備, 光通訊, 網通設備, 電信設備",92
3026,禾伸堂,被動元件,"被動元件, 電容","IC零組件通路商, MLCC, 被動元件, 鋁質電解電容, 電子元件代理商, 電子通路",49
3027,盛達,被動元件,變壓器,"PV INVERTER, 太陽能, 太陽能發電, 太陽能系統運用, 接取設備, 網通設備, 重電設備, 電力, 電力設備",49
3028,增你強,電子通路,IC-通路,"IC零組件通路商, 電子元件代理商, 電子通路",256
3029,零壹,AI,"ChatGPT, 系統整合","INTERNET技術與基礎設施, 系統整合, 資訊安全, 軟體業, 軟體通路／代理, 雲端科技",40
3030,德律,"PCB, 半導體設備",,"PCB相關設備, 設備儀器商","64, 109"
3031,佰鴻,面板,LED及光元件,"LED, LED封裝, LED照明產品",91
3032,偉訓,"電子通路, 電源供應器",機殼,"伺服器機殼, 機殼, 週邊產品, 電子零件元件, 電源供應器, 電競週邊","256, 35"
3033,威健,電子通路,IC-通路,"IC零組件通路商, 電子通路",256
3034,聯詠,"IC設計, 面板","IC-設計, Micro LED, 指紋辨識, 顯示器","CMOS晶片, IC設計, LCD控制IC, LCD驅動IC, 安全監控IC, 影音IC, 手機零組件, 手機面板驅動IC, 數位電視IC, 觸控IC","108, 91"
3035,智原,AI,"ASIC, ChatGPT, IP/ASIC, 人臉辨識, 矽智財IP","ASIC, IC設計, 設計IP",40
3036,文曄,電子通路,IC-通路,"IC零組件通路商, 電子通路",256
3037,欣興,"AI, PCB","3DIC聯盟, ABF, HPC, IC載板, PCB, TPU","ABF載板, BGA基板, IC基板, 印刷電路板, 印刷電路板相關, 封測服務與材料","40, 64"
3038,全台,面板,LCD-STN面板,"LCM, 中小尺吋面板, 觸控面板, 面板業",91
3040,遠見,電子通路,消費電子,"地產, 消費性電子產品, 物業投資發展",256
3041,揚智,IC設計,,"IC設計, 影音IC, 機上盒晶片, 消費性IC",108
3042,晶技,"AI, 被動元件","HPC, 石英元件","振盪器, 石英元件, 被動元件","40, 49"
3043,科風,"塑膠, 電源供應器",變壓器與UPS,"UPS, 電子零件元件","62, 35"
3044,健鼎,PCB,"PCB, PCB-製造","印刷電路板, 印刷電路板相關",64
3045,台灣大,電信服務,"宅經濟, 智慧城市, 電信服務","INTERNET應用與服務, 低軌道衛星, 無店舖販售, 網通設備, 行動通訊, 通訊服務, 電信／數據服務, 電商平台, 電視購物",3
3046,建碁,面板,,"工業電腦, 數位看板, 顯示器",91
3047,訊舟,電機電纜,智慧電網,"區域網路, 無線網路設備系統(WLAN), 網通設備",32
3048,益登,"塑膠, 蘋果供應鏈, 電子通路","Apple Pay, IC-通路","IC零組件通路商, 電子通路","62, 29, 256"
3049,精金,面板,LCD-零組件,"觸控面板, 面板業",91
3050,鈺德,"傳產其他, 觀光, 運動休閒",,"休閒娛樂, 光碟片, 太陽能, 太陽能系統運用, 旅宿／餐飲, 碟片預錄, 餐飲","246, 54, 37"
3051,力特,面板,LCD-零組件,"偏光板, 面板零組件",91
3052,夆典,營建,,"地產, 水電消防工程, 營建, 營造工程",122
3054,立萬利,"IC代工, 食品",,"DRAM, IC製造, 生物科技, 非揮發性記憶體, 食品生技","31, 61"
3055,蔚華科,半導體設備,儀器設備工程,"半導體製程設備, 封測用設備, 設備儀器商",109
3056,富華新,營建,,"地產, 控股公司, 營建",122
3057,喬鼎,傳產其他,"智慧城市, 磁碟陣列","磁碟陣列控制器, 週邊產品",246
3058,立德,被動元件,變壓器,"變壓器, 電子零件元件, 電源供應器",49
3059,華晶科,"IC設計, 電子通路","3D感測, 數位相機, 自動駕駛","IC設計, 光學元件, 光學鏡片／頭, 安全監控, 工業電腦, 影像感測元件, 影音IC, 手機鏡頭模組, 手機零組件, 數位相機, 數位相機組裝, 診斷與監測用醫材, 車用電子","108, 256"
3060,銘異,傳產其他,,"硬碟相關, 週邊產品",246
3062,建漢,網通,"O-RAN, 網通","消費性電子產品, 無線網路設備系統(WLAN), 網通設備, 視訊轉換相關",92
3064,泰偉,科技其他,"文創, 遊戲","PC遊戲, 博奕機台, 工業電腦, 遊戲產業",36
3066,李洲,面板,LED及光元件,"LED, LED封裝",91
3067,全域,電子通路,消費電子,"水資源, 水資源設備／耗材, 電子零件元件, 音響設備及零件",256
3071,協禧,散熱,,"散熱模組, 散熱風扇馬達, 筆記型電腦用散熱模組",16
3073,天方能源,傳產其他,綠能環保,"太陽能發電, 電力, 風力發電",246
3078,僑威,電源供應器,"比特幣挖礦, 電源供應器","電子零件元件, 電源供應器",35
3081,聯亞,"AI, 光通訊","TPU, 光通訊, 半導體元件","IC製造, 光通訊元件磊晶, 砷化鎵相關","40, 46"
3083,網龍,傳產其他,"宅經濟, 文創, 線上遊戲, 遊戲","PC遊戲, 手機遊戲, 遊戲產業",246
3085,新零售,航運,其他,"INTERNET應用與服務, 物流業, 運輸事業, 電商平台",31
3086,華義,傳產其他,"宅經濟, 文創, 線上遊戲, 遊戲","PC遊戲, 手機遊戲, 文化創意產業, 遊戲產業",246
3088,艾訊,科技其他,工業電腦,工業電腦,36
3090,日電貿,被動元件,"鋁質電容, 電容","MLCC, 被動元件, 鋁質電解電容, 電子元件代理商, 電子通路, 電容",49
3092,鴻碩,電子通路,,"連接線材, 電子零件元件",256
3093,港建*,半導體設備,儀器設備工程,"PCB相關設備, 封測用設備, 設備儀器商",109
3094,聯傑,"塑膠, 蘋果供應鏈","Apple Pay, RFID","IC設計, 網路通訊IC","62, 29"
3095,及成,電子通路,NB與手機零組件,"模具沖壓, 電子零件元件",256
3105,穩懋,IC代工,"3D感測, IC-代工","IC製造, 化合物晶圓, 砷化鎵相關",31
3114,好德,電子通路,資訊通路,"連接器, 連接線材, 電子元件代理商, 電子通路, 電子零件元件",256
3115,富榮綱,PCB,"PCB-製造, PCB材料","銅, 鋁, 非鐵金屬",64
3118,進階,生技醫療,再生醫療,"IVD檢驗儀器設備, 檢驗試劑／紙, 生技服務, 生物科技, 體外診斷用醫材",134
3122,笙泉,IC設計,快速充電,"IC設計, MCU",108
3128,昇銳,電子通路,安全監控,"倒車影像系統, 安全監控, 工業電腦, 車用電子",256
3130,一零四,伺服器,其他,"人力資源, 服務業",32
3131,弘塑,IC代工,CoWoS,"半導體化學品, 半導體製程設備, 封測用設備, 設備儀器商",31
3135,凌航,電子通路,,"DRAM模組, FLASH模組, 記憶體模組, 電子零件元件",256
3138,耀登,網通,O-RAN,"天線, 網通設備, 設備儀器商, 量測儀器",92
3141,晶宏,百貨零售,零售,"IC設計, LCD驅動IC, 觸控IC, 馬達IC",30
3147,大綜,電子通路,,"系統整合, 軟體業, 電子通路, 電腦通路商",256
3149,正達,"建材, 營建",,"建材, 汽車內裝, 玻璃, 玻璃基板加工, 車用玻璃, 面板零組件","18, 122"
3150,鈺寶-創,IC設計,,"IC設計, 影音IC, 無線網路IC",108
3152,璟德,被動元件,濾波器,"網通設備, 通訊設備零組件",49
3158,嘉實,傳產其他,,"應用軟體, 系統整合, 軟體業",246
3162,精確,運動休閒,自行車,汽機車零組件,37
3163,波若威,光通訊,,"光纖被動元件, 光通訊",46
3164,景岳,食品,保健食品,"化學工業, 生物科技, 衛生清潔用品, 食品生技",61
3167,大量,"PCB, 半導體設備",AR擴增實境,"PCB相關設備, 印刷電路板相關, 設備儀器商, 雷射鑽孔機、鑽頭","64, 109"
3168,眾福科,面板,顯示器,"LCM, 面板業",91
3169,亞信,IC設計,RFID,"IC設計, IO控制IC, 嵌入式晶片, 網路通訊IC",108
3171,炎洲流通,"化學, 塑膠",,"化學工業, 塑化製品, 塑膠加工, 膠帶","69, 62"
3176,基亞,生技醫療,"新藥, 新藥研發, 防疫","學名藥, 新藥研發, 檢驗試劑／紙, 生物製劑, 西藥製劑, 醫藥產業, 體外診斷用醫材",134
3178,公準,半導體設備,IC-半導體設備,"半導體製程設備, 模具, 機械零組件, 設備儀器商, 面板設備, 飛機零件／製造",109
3188,鑫龍騰,營建,,"地產, 營建",122
3189,景碩,"AI, PCB","ABF, AI人工智慧, IC載板, 指紋辨識","IC基板, 封測服務與材料, 輔助與彌補用醫材, 隱形眼鏡","40, 64"
3191,雲嘉南,"塑膠, 被動元件, 電源供應器","變壓器, 變壓器與UPS","變壓器, 電子零件元件","62, 49, 35"
3205,佰研,"生技醫療, 食品","保健食品, 新藥","保健食品, 流通業, 生物科技, 食品加工, 食品生技, 食品飲料相關通路","134, 61"
3206,志豐,傳產其他,聲學元件,"受話器, 耳機, 電聲產品, 麥克風",246
3207,耀勝,被動元件,"變壓器, 電感","被動元件, 變壓器, 車用電子, 電子零件元件, 電感",49
3209,全科,電子通路,IC-通路,"IC設計, IC零組件通路商, 光通訊IC, 無線網路IC, 網路通訊IC, 電子通路, 類比IC",256
3211,順達,電源供應器,"BBU, GB200, 二次電池, 氫燃料電池","工業用電池, 消費用電池, 資產股, 電池",35
3213,茂訊,電子通路,,"強固電腦, 筆記型電腦製造, 電子通路, 電腦系統業, 電腦通路商",256
3217,優群,連接器,連接器,"連接器, 電子零件元件",41
3218,大學光,生技醫療,視力保健,"醫療服務, 醫療管理服務",134
3219,倚強科,半導體設備,,設備儀器商,109
3221,台嘉碩,被動元件,"濾波器, 石英元件","振盪器, 濾波器, 石英元件, 被動元件",49
3224,三顧,"生技醫療, 電子通路","再生醫療, 生技醫療, 電子元件通路","連接器, 電子元件代理商, 電子通路, 電子零件元件","134, 256"
3226,龍鋒,傳產其他,,"汽機車零組件, 車燈",246
3227,原相,IC設計,"AR擴增實境, 任天堂Switch, 自動駕駛","CMOS晶片, IC設計, 感測元件",108
3228,金麗科,AI,HPC,"ASIC, IC設計, MCU, 嵌入式晶片, 網路通訊IC",40
3229,晟鈦,PCB,PCB-製造,"PCB材料, 印刷電路板, 印刷電路板相關",64
3230,錦明,電子通路,機殼,"模具沖壓, 電子零件元件",256
3231,緯創,AI,"AI人工智慧, FANG, Oracle甲骨文, 筆記型電腦","AI伺服器, 伺服器, 筆記型電腦製造, 電子製造服務, 電腦系統業",40
3232,昱捷,電子通路,IC-通路,"IC設計, IC零組件通路商, LCD驅動IC, 分離式元件, 電子通路",256
3234,光環,光通訊,光通訊,"IC製造, 光纖主動元件, 光通訊, 光通訊元件磊晶",46
3236,千如,被動元件,電感,"被動元件, 電感",49
3252,海灣,觀光,,"旅宿／餐飲, 飯店",54
3257,虹冠電,IC設計,,"IC設計, 二極體, 分離式元件, 電晶體, 電源管理IC",108
