TagId,TagName,TagType,StockCode,StockName
C50070,Tesla特斯拉,concept,2392,正崴
C50080,IOT物聯網,concept,2308,台達電
C50080,IOT物聯網,concept,2356,英業達
C50080,IOT物聯網,concept,2357,華碩
C50080,IOT物聯網,concept,2377,微星
C50080,IOT物聯網,concept,2395,研華
C50080,IOT物聯網,concept,2414,精技
C50080,IOT物聯網,concept,2436,偉詮電
C50080,IOT物聯網,concept,2461,光群雷
C50090,Type-c,concept,2236,百達-KY
C50090,Type-c,concept,2317,鴻海
C50090,Type-c,concept,2357,華碩
C50090,Type-c,concept,2377,微星
C50090,Type-c,concept,2379,瑞昱
C50090,Type-c,concept,2388,威盛
C50090,Type-c,concept,2392,正崴
C50090,Type-c,concept,2436,偉詮電
C50100,VR虛擬實境,concept,2385,群光
C50100,VR虛擬實境,concept,2498,宏達電
C50100,VR虛擬實境,concept,5351,鈺創
C50100,VR虛擬實境,concept,2388,威盛
C50100,VR虛擬實境,concept,2458,義隆
C50100,VR虛擬實境,concept,2379,瑞昱
C50100,VR虛擬實境,concept,6237,驊訊
C50100,VR虛擬實境,concept,3504,揚明光
C50110,宅經濟,concept,2412,中華電
C50110,宅經濟,concept,3045,台灣大
C50110,宅經濟,concept,3083,網龍
C50110,宅經濟,concept,3086,華義
C50110,宅經濟,concept,3293,鈊象
C50110,宅經濟,concept,3546,宇峻
C50110,宅經濟,concept,3687,歐買尬
C50110,宅經濟,concept,4946,辣椒
C50120,文創,concept,1216,統一
C50120,文創,concept,2323,中環
C50120,文創,concept,2392,正崴
C50120,文創,concept,2926,誠品生活
C50120,文創,concept,3064,泰偉
C50120,文創,concept,3083,網龍
C50120,文創,concept,3086,華義
C50120,文創,concept,3293,鈊象
C50130,人臉辨識,concept,2330,台積電
C50130,人臉辨識,concept,2344,華邦電
C50130,人臉辨識,concept,2357,華碩
C50130,人臉辨識,concept,2401,凌陽
C50130,人臉辨識,concept,2405,輔信
C50130,人臉辨識,concept,2458,義隆
C50130,人臉辨識,concept,2498,宏達電
C50130,人臉辨識,concept,3035,智原
C50140,夏季,concept,1108,幸福
C50140,夏季,concept,1216,統一
C50140,夏季,concept,1217,愛之味
C50140,夏季,concept,1218,泰山
C50140,夏季,concept,1234,黑松
C50140,夏季,concept,1256,鮮活果汁-KY
C50140,夏季,concept,1504,東元
C50140,夏季,concept,1535,中宇
C50150,自動駕駛,concept,1533,車王電
C50150,自動駕駛,concept,2207,和泰車
C50150,自動駕駛,concept,2312,金寶
C50150,自動駕駛,concept,2497,怡利電
C50150,自動駕駛,concept,3059,華晶科
C50150,自動駕駛,concept,3227,原相
C50150,自動駕駛,concept,3552,同致
C50150,自動駕駛,concept,3605,宏致
C50160,行動支付,concept,2330,台積電
C50160,行動支付,concept,2344,華邦電
